second,Volt,Volt,Volt,Volt4
0.165,-0.084925,0.001345,-9.607412,0.008989
0.17,-0.072362,-0.001168,-6.140075,0.009617
0.175,-0.105025,-0.002675,-2.471734,0.009617
0.18,-0.074874,-0.001168,0.995603,0.009742
0.185,-0.072362,0.006872,4.802136,0.008989
0.19,-0.08995,-0.004685,8.219221,0.009617
0.195,-0.072362,-0.0077,8.457915,0.009617
0.2,-0.072362,-0.001168,4.990578,0.009617
0.205,-0.072362,0.00436,1.322236,0.008235
0.21,-0.094975,-0.004685,-2.145101,0.009617
0.215,-0.0799,-0.0077,-5.813442,0.009617
0.22,-0.11005,-0.001168,-9.481784,0.009617
0.225,-0.072362,-0.001168,-8.803392,0.009617
0.23,-0.072362,-0.001168,-5.248116,0.009617
0.235,-0.0799,-0.009208,-1.793342,0.009617
0.24,-0.072362,0.00637,1.988065,0.007607
0.245,-0.072362,0.001345,5.467965,0.009617
0.25,-0.094975,-0.004685,9.136307,0.008486
0.255,-0.0799,-0.009208,7.616206,0.009617
0.26,-0.112563,0.00637,3.985553,0.007732
0.265,-0.072362,0.00436,0.518216,0.009617
0.27,-0.094975,0.003355,-3.150126,0.008486
0.275,-0.072362,-0.002675,-6.818467,0.009617
0.28,-0.112563,-0.001168,-10.285804,0.009617
0.285,-0.1,-0.001168,-8.062186,0.009617
0.29,-0.072362,-0.004685,-4.33103,0.009617
0.295,-0.105025,-0.002675,-0.863693,0.009617
0.3,-0.074874,-0.000665,2.804648,0.007858
0.305,-0.072362,-0.001168,6.410176,0.009617
0.31,-0.094975,-0.00569,9.940327,0.010747
0.315,-0.072362,-0.009208,6.849874,0.009617
0.32,-0.11005,-0.001168,3.194096,0.009617
0.325,-0.084925,-0.001168,-0.285804,0.008235
0.33,-0.094975,-0.004685,-4.042085,0.010496
0.335,-0.0799,-0.002675,-7.459171,0.009617
0.34,-0.072362,-0.001168,-10.863694,0.009617
0.345,-0.084925,-0.001168,-7.057161,0.008989
0.35,-0.072362,-0.009208,-3.52701,0.009617
0.355,-0.072362,-0.002675,0.141332,0.00924
0.36,-0.072362,-0.001168,3.608668,0.009491
0.365,-0.084925,-0.001168,7.214196,0.008989
0.37,-0.072362,-0.004685,9.626256,0.009617
0.375,-0.112563,-0.002675,6.008166,0.009617
0.38,-0.072362,-0.001168,2.390075,0.009617
0.385,-0.1,0.001345,-1.089824,0.009617
0.39,-0.072362,-0.001168,-4.846106,0.007607
0.395,-0.072362,-0.002675,-8.426508,0.009617
0.4,-0.072362,-0.001168,-9.858668,0.007607
0.405,-0.084925,-0.00368,-6.253141,0.008235
0.41,-0.072362,-0.004685,-2.63505,0.008737
0.415,-0.072362,-0.0077,0.782035,0.007984
0.42,-0.072362,-0.001168,4.601131,0.009617
0.425,-0.1,0.001345,8.018216,0.007607
0.43,-0.072362,-0.004685,8.709171,0.007607
0.435,-0.072362,-0.009208,5.003141,0.007984
0.44,-0.072362,-0.001168,1.38505,0.009617
0.445,-0.072362,-0.001168,-1.893844,0.008989
0.45,-0.072362,-0.001168,-5.650126,0.007607
0.455,-0.072362,-0.0077,-9.268216,0.009994
0.46,-0.072362,-0.00167,-9.054648,0.007732
0.465,-0.084925,-0.001168,-5.386307,0.007607
0.47,-0.094975,-0.001168,-1.83103,0.007607
0.475,-0.105025,-0.002675,1.749372,0.007984
0.48,-0.074874,-0.001168,5.216709,0.007607
0.485,-0.1,0.001345,8.88505,0.008989
0.49,-0.072362,0.003355,7.905151,0.006727
0.495,-0.0799,-0.009208,4.236809,0.007607
0.5,-0.11005,-0.001168,0.769472,0.007607
0.505,-0.1,0.00436,-2.836055,0.006979
0.51,-0.072362,-0.009208,-6.366206,0.007607
0.515,-0.112563,-0.002675,-10.072236,0.007607
0.52,-0.072362,-0.001168,-8.250628,0.007732
0.525,-0.1,-0.001168,-4.645101,0.007607
0.53,-0.072362,-0.004685,-1.02701,0.008486
0.535,-0.105025,-0.001168,2.553392,0.005974
0.54,-0.034673,-0.001168,6.020729,0.007607
0.545,-0.1,0.00436,9.827261,0.008235
0.55,-0.072362,-0.004685,7.013191,0.008737
0.555,-0.072362,-0.009208,3.432789,0.007607
0.56,-0.072362,-0.001168,-0.22299,0.007607
0.565,-0.1,-0.001168,-3.702889,0.008989
0.57,-0.072362,-0.009208,-7.258166,0.008486
0.575,-0.072362,-0.001168,-10.876256,0.007984
0.58,-0.072362,-0.001168,-7.446608,0.007732
0.585,-0.072362,0.001345,-3.778266,0.008235
0.59,-0.072362,-0.009208,-0.109925,0.008486
0.595,-0.072362,-0.009208,3.395101,0.007984
0.6,-0.11005,-0.001168,6.837312,0.007607
0.605,-0.072362,0.00436,9.764447,0.007607
0.61,-0.072362,-0.009208,6.297111,0.007607
0.615,-0.072362,-0.001168,2.59108,0.007984
0.62,-0.072362,-0.001168,-0.838568,0.009617
0.625,-0.072362,0.006872,-4.645101,0.008989
0.63,-0.08995,-0.004685,-8.175251,0.007607
0.635,-0.072362,-0.002675,-10.109925,0.00924
0.64,-0.072362,-0.00167,-6.454146,0.011627
0.645,-0.072362,0.001345,-2.836055,0.008989
0.65,-0.072362,-0.001168,0.694095,0.009617
0.655,-0.105025,-0.009208,4.199121,0.009617
0.66,-0.072362,-0.001168,7.817211,0.007607
0.665,-0.072362,-0.001168,8.960427,0.009617
0.67,-0.072362,-0.009208,5.493091,0.008737
0.675,-0.112563,-0.001168,1.78706,0.007607
0.68,-0.072362,-0.001168,-1.843593,0.009617
0.685,-0.1,0.00436,-5.449121,0.009617
0.69,-0.08995,-0.001168,-9.067211,0.009617
0.695,-0.072362,-0.009208,-9.305905,0.00924
0.7,-0.072362,-0.001168,-5.650126,0.009491
0.705,-0.072362,0.00436,-1.969221,0.009617
0.71,-0.072362,-0.001168,1.611181,0.008486
0.715,-0.0799,-0.002675,5.204146,0.007607
0.72,-0.072362,-0.001168,8.822236,0.007732
0.725,-0.112563,0.006872,8.156407,0.008235
0.73,-0.112563,0.00235,4.513191,0.009617
0.735,-0.105025,-0.001168,0.98304,0.007607
0.74,-0.11005,0.00637,-2.63505,0.009617
0.745,-0.072362,-0.001168,-6.253141,0.009617
0.75,-0.072362,-0.004685,-9.871231,0.008486
0.755,-0.072362,-0.009208,-8.464196,0.007984
0.76,-0.072362,-0.001168,-4.645101,0.009491
0.765,-0.072362,-0.001168,-1.165201,0.008989
0.77,-0.072362,-0.001168,2.390075,0.008486
0.775,-0.105025,-0.002675,5.970477,0.009617
0.78,-0.074874,-0.001168,9.638819,0.007607
0.785,-0.072362,0.001345,7.289573,0.007607
0.79,-0.094975,-0.009208,3.596106,0.009617
0.795,-0.105025,-0.002675,0.015704,0.00924
0.8,-0.072362,-0.001168,-3.451633,0.007732
0.805,-0.072362,-0.001168,-7.195352,0.009617
0.81,-0.08995,-0.001168,-10.675251,0.007607
0.815,-0.072362,-0.009208,-7.496859,0.009617
0.82,-0.072362,-0.00167,-3.84108,0.009617
0.825,-0.072362,-0.001168,-0.361181,0.008235
0.83,-0.072362,-0.004685,3.106156,0.009617
0.835,-0.0799,-0.009208,6.774498,0.009617
0.84,-0.072362,-0.000665,10.015704,0.009617
0.845,-0.072362,0.001345,6.548367,0.009617
0.85,-0.094975,-0.000163,2.76696,0.009617
0.855,-0.072362,-0.009208,-0.788317,0.007607
0.86,-0.072362,-0.001168,-4.444096,0.009491
0.865,-0.072362,0.00436,-7.923995,0.009617
0.87,-0.08995,-0.004685,-10.273241,0.008737
0.875,-0.105025,-0.009208,-6.692839,0.007607
0.88,-0.072362,-0.001168,-3.03706,0.009617
0.885,-0.072362,-0.001168,0.518216,0.009617
0.89,-0.094975,-0.001168,3.998116,0.008486
0.895,-0.105025,-0.0077,7.616206,0.007984
0.9,-0.112563,-0.001168,9.211683,0.009617
0.905,-0.072362,0.00436,5.543342,0.008235
0.91,-0.072362,-0.009208,1.96294,0.009617
0.915,-0.0799,-0.002675,-1.630025,0.009617
0.92,-0.072362,-0.001168,-5.260678,0.009617
0.925,-0.072362,-0.001168,-8.728015,0.008989
0.93,-0.08995,-0.001168,-9.469221,0.010496
0.935,-0.072362,-0.002675,-5.851131,0.007607
0.94,-0.112563,0.00637,-2.220477,0.009617
0.945,-0.1,-0.001168,1.246859,0.009617
0.95,-0.072362,-0.004685,4.802136,0.008737
0.955,-0.105025,-0.0077,8.420226,0.00924
0.96,-0.074874,-0.001168,8.219221,0.011376
0.965,-0.072362,0.00436,4.739322,0.008989
0.97,-0.08995,-0.004685,1.184045,0.008486
0.975,-0.0799,-0.0077,-2.434045,0.007984
0.98,-0.11005,-0.001168,-5.876256,0.009491
0.985,-0.112563,0.001345,-9.670226,0.008235
0.99,-0.08995,-0.004685,-8.665201,0.009617
0.995,-0.0799,-0.004183,-4.883794,0.009617
1,-0.072362,0.00637,-1.416457,0.009742
1.005,-0.072362,-0.001168,2.18907,0.008989
1.01,-0.072362,-0.004685,5.807161,0.008486
1.015,-0.072362,-0.0077,9.387563,0.008361
1.02,-0.072362,-0.001168,7.415201,0.009617
1.025,-0.072362,-0.001168,3.797111,0.009617
1.03,-0.08995,-0.001168,0.26696,0.008486
1.035,-0.072362,-0.0077,-3.238065,0.009617
1.04,-0.072362,-0.001168,-6.868719,0.007732
1.045,-0.072362,-0.001168,-10.612437,0.007607
1.05,-0.094975,-0.00569,-7.748116,0.010496
1.055,-0.072362,-0.009208,-4.24309,0.009617
1.06,-0.11005,-0.001168,-0.612437,0.007732
1.065,-0.1,-0.001168,2.8549,0.009617
1.07,-0.094975,-0.009208,6.611181,0.009617
1.075,-0.0799,-0.009208,10.191583,0.00924
1.08,-0.072362,0.00637,6.598618,0.007732
1.085,-0.084925,-0.001168,2.930276,0.009617
1.09,-0.072362,-0.001168,-0.625,0.008486
1.095,-0.072362,-0.009208,-4.205402,0.007984
1.1,-0.074874,-0.00167,-7.685302,0.009617
1.105,-0.072362,0.006872,-10.612437,0.008989
1.11,-0.072362,-0.009208,-6.944096,0.007607
1.115,-0.072362,-0.009208,-3.275754,0.009617
1.12,-0.072362,0.00637,0.380025,0.009617
1.125,-0.072362,0.00436,3.859925,0.008989
1.13,-0.112563,-0.001168,7.528266,0.008737
1.135,-0.072362,-0.002675,9.425251,0.009617
1.14,-0.11005,-0.001168,5.794598,0.011376
1.145,-0.1,-0.001168,2.126256,0.009617
1.15,-0.072362,-0.001168,-1.34108,0.009617
1.155,-0.072362,-0.002675,-5.009422,0.007984
1.16,-0.072362,-0.001168,-8.665201,0.009617
1.165,-0.072362,0.00436,-9.670226,0.008235
1.17,-0.094975,-0.001168,-6.140075,0.008737
1.175,-0.0799,-0.001168,-2.434045,0.009617
1.18,-0.074874,-0.001168,1.184045,0.009491
1.185,-0.084925,-0.001168,4.663945,0.009617
1.19,-0.072362,-0.000163,8.332287,0.008737
1.195,-0.072362,-0.009208,8.457915,0.009617
1.2,-0.072362,-0.001168,4.802136,0.009617
1.205,-0.072362,0.00436,1.184045,0.008989
1.21,-0.08995,-0.004685,-2.145101,0.009617
1.215,-0.0799,-0.009208,-5.813442,0.009617
1.22,-0.072362,-0.001168,-9.481784,0.007732
1.225,-0.1,0.00436,-8.665201,0.008235
1.23,-0.072362,-0.000163,-5.248116,0.008486
1.235,-0.072362,-0.009208,-1.630025,0.009617
1.24,-0.074874,-0.001168,1.988065,0.009617
1.245,-0.1,-0.001168,5.606156,0.009617
1.25,-0.094975,-0.004685,9.136307,0.007607
1.255,-0.112563,-0.009208,7.653895,0.007607
1.26,-0.112563,-0.00167,4.186558,0.007607
1.265,-0.072362,0.001345,0.518216,0.009617
1.27,-0.072362,-0.001168,-3.150126,0.008486
1.275,-0.105025,-0.009208,-6.617462,0.00924
1.28,-0.074874,-0.001168,-10.273241,0.007732
1.285,-0.072362,-0.001168,-8.062186,0.009617
1.29,-0.072362,-0.004685,-4.444096,0.010496
1.295,-0.072362,-0.002675,-0.700377,0.009617
1.3,-0.112563,-0.001168,2.804648,0.009617
1.305,-0.1,0.00436,6.271985,0.009617
1.31,-0.112563,-0.004685,10.028266,0.009617
1.315,-0.072362,-0.0077,6.812186,0.009994
1.32,-0.072362,-0.001168,3.194096,0.009617
1.325,-0.072362,0.001345,-0.423995,0.008235
1.33,-0.08995,-0.004685,-4.042085,0.009617
1.335,-0.0799,-0.009208,-7.459171,0.007984
1.34,-0.072362,-0.001168,-10.675251,0.009491
1.345,-0.072362,-0.001168,-7.119975,0.008235
1.35,-0.094975,-0.004685,-3.52701,0.009617
1.355,-0.072362,-0.002675,0.141332,0.009994
1.36,-0.074874,-0.001168,3.608668,0.007732
1.365,-0.072362,0.00436,7.27701,0.009617
1.37,-0.072362,-0.009208,9.513191,0.008737
1.375,-0.072362,-0.002675,6.008166,0.009617
1.38,-0.074874,0.00637,2.377513,0.009617
1.385,-0.072362,-0.001168,-1.089824,0.009617
1.39,-0.072362,-0.001168,-4.758166,0.008486
1.395,-0.105025,-0.002675,-8.426508,0.00924
1.4,-0.11005,-0.001168,-9.871231,0.007732
1.405,-0.072362,-0.001168,-6.190327,0.007607
1.41,-0.094975,-0.004685,-2.63505,0.008737
1.415,-0.0799,-0.002675,0.782035,0.009994
1.42,-0.074874,-0.001168,4.601131,0.007732
1.425,-0.084925,-0.001168,8.219221,0.007607
1.43,-0.072362,-0.004685,8.709171,0.010496
1.435,-0.0799,-0.002675,5.040829,0.00924
1.44,-0.074874,0.00637,1.573492,0.009491
1.445,-0.084925,0.00436,-1.893844,0.009617
1.45,-0.112563,-0.004685,-5.562186,0.008486
1.455,-0.112563,-0.009208,-9.230528,0.007607
1.46,-0.072362,0.005867,-9.067211,0.009617
1.465,-0.084925,-0.001168,-5.386307,0.010245
1.47,-0.112563,-0.004685,-1.83103,0.009617
1.475,-0.105025,-0.009208,1.78706,0.007984
1.48,-0.072362,-0.001168,5.229271,0.009617
1.485,-0.072362,-0.001168,9.023241,0.009617
1.49,-0.094975,-0.004685,7.905151,0.007356
1.495,-0.072362,-0.002675,4.073492,0.007984
1.5,-0.072362,-0.00167,0.58103,0.009491
1.505,-0.1,-0.001168,-2.836055,0.008235
1.51,-0.094975,-0.001168,-6.454146,0.009617
1.515,-0.072362,-0.009208,-10.235553,0.00924
1.52,-0.072362,-0.001168,-8.250628,0.007607
1.525,-0.072362,-0.001168,-4.582286,0.010999
1.53,-0.094975,-0.004685,-0.913945,0.009617
1.535,-0.072362,-0.009208,2.59108,0.009994
1.54,-0.11005,-0.009208,6.209171,0.007732
1.545,-0.1,0.00436,9.827261,0.009617
1.55,-0.112563,-0.001168,7.101131,0.009617
1.555,-0.105025,-0.001168,3.432789,0.009617
1.56,-0.11005,-0.001168,-0.22299,0.007732
1.565,-0.072362,-0.001168,-3.702889,0.008235
1.57,-0.112563,-0.009208,-7.258166,0.008486
1.575,-0.072362,-0.015741,-10.876256,0.00924
1.58,-0.072362,-0.00167,-7.446608,0.009617
1.585,-0.072362,-0.001168,-3.640075,0.008235
1.59,-0.112563,-0.004685,-0.109925,0.009617
1.595,-0.072362,-0.009208,3.395101,0.009617
1.6,-0.074874,-0.00167,7.025754,0.009617
1.605,-0.084925,-0.001168,9.764447,0.009617
1.61,-0.08995,-0.000163,6.209171,0.009617
1.615,-0.072362,-0.002675,2.59108,0.00924
1.62,-0.11005,-0.001168,-0.851131,0.011501
1.625,-0.1,-0.001168,-4.645101,0.009617
1.63,-0.08995,-0.004685,-8.175251,0.008737
1.635,-0.072362,-0.009208,-10.072236,0.009617
1.64,-0.072362,-0.001168,-6.454146,0.007607
1.645,-0.084925,-0.001168,-2.836055,0.008989
1.65,-0.072362,-0.009208,0.694095,0.008486
1.655,-0.105025,-0.0077,4.199121,0.009617
1.66,-0.11005,0.00637,7.829774,0.009617
1.665,-0.084925,-0.001168,8.960427,0.008989
1.67,-0.072362,-0.00569,5.405151,0.010496
1.675,-0.105025,-0.002675,1.661432,0.009617
1.68,-0.072362,-0.001168,-1.83103,0.011501
1.685,-0.072362,-0.001168,-5.31093,0.009617
1.69,-0.072362,-0.004685,-8.979271,0.008486
1.695,-0.105025,-0.0077,-9.305905,0.007984
1.7,-0.072362,-0.00167,-5.625,0.009617
1.705,-0.072362,-0.001168,-2.032035,0.008235
1.71,-0.072362,-0.00569,1.498116,0.008486
1.715,-0.072362,-0.009208,5.003141,0.009617
1.72,-0.072362,-0.001168,8.633794,0.009491
1.725,-0.1,-0.001168,8.018216,0.008863
1.73,-0.072362,-0.001168,4.375,0.009617
1.735,-0.072362,-0.002675,0.819724,0.007984
1.74,-0.11005,-0.001168,-2.647613,0.009491
1.745,-0.072362,-0.001168,-6.315955,0.009617
1.75,-0.08995,-0.001168,-9.871231,0.008737
1.755,-0.072362,-0.002675,-8.464196,0.007984
1.76,-0.072362,-0.008706,-4.833543,0.009617
1.765,-0.112563,0.00436,-1.165201,0.009617
1.77,-0.072362,-0.004685,2.302136,0.009617
1.775,-0.072362,-0.009208,5.970477,0.00924
1.78,-0.072362,-0.00167,9.437814,0.009617
1.785,-0.1,-0.001168,7.076005,0.009617
1.79,-0.08995,-0.004685,3.684045,0.010747
1.795,-0.072362,-0.009208,0.015704,0.009617
1.8,-0.072362,-0.001168,-3.451633,0.007732
1.805,-0.1,-0.001168,-7.258166,0.008989
1.81,-0.094975,-0.001168,-10.675251,0.009617
1.815,-0.0799,-0.001168,-7.660176,0.00924
1.82,-0.074874,-0.001168,-3.84108,0.009617
1.825,-0.072362,-0.00368,-0.361181,0.008989
1.83,-0.072362,-0.001168,3.194096,0.009617
1.835,-0.072362,-0.001168,6.774498,0.009617
1.84,-0.072362,-0.00167,10.015704,0.011501
1.845,-0.072362,-0.001168,6.548367,0.008989
1.85,-0.112563,-0.004685,2.880025,0.008737
1.855,-0.0799,-0.002675,-0.788317,0.009617
1.86,-0.072362,-0.001168,-4.456658,0.009617
1.865,-0.1,-0.00368,-7.923995,0.009617
1.87,-0.072362,-0.009208,-10.361181,0.009617
1.875,-0.072362,-0.009208,-6.692839,0.007607
1.88,-0.072362,-0.001168,-3.225503,0.009491
1.885,-0.084925,0.00436,0.380025,0.009617
1.89,-0.072362,-0.004685,4.111181,0.009617
1.895,-0.105025,-0.009208,7.616206,0.009617
1.9,-0.072362,0.00637,9.211683,0.009617
1.905,-0.1,0.00436,5.543342,0.009617
1.91,-0.072362,-0.001168,1.875,0.008486
1.915,-0.112563,-0.009208,-1.630025,0.007984
1.92,-0.11005,-0.001168,-5.248116,0.011501
1.925,-0.072362,-0.001168,-8.866206,0.010245
1.93,-0.08995,-0.001168,-9.469221,0.009617
1.935,-0.072362,-0.002675,-5.725503,0.01125
1.94,-0.072362,-0.001168,-2.220477,0.007732
1.945,-0.084925,-0.001168,1.38505,0.010245
1.95,-0.072362,-0.004685,4.915201,0.009617
1.955,-0.072362,-0.002675,8.583543,0.009617
1.96,-0.11005,-0.001168,8.219221,0.011501
1.965,-0.084925,0.00436,4.601131,0.009617
1.97,-0.08995,-0.001168,1.07098,0.008737
1.975,-0.0799,-0.0077,-2.434045,0.00924
1.98,-0.072362,-0.001168,-6.253141,0.009617
1.985,-0.084925,0.001345,-9.670226,0.008235
1.99,-0.094975,-0.004685,-8.552136,0.009868
1.995,-0.072362,-0.002675,-5.047111,0.009617
2,-0.072362,-0.00167,-1.228015,0.009617
2.005,-0.1,-0.001168,2.251884,0.009617
2.01,-0.08995,0.003355,5.807161,0.009617
2.015,-0.105025,-0.002675,9.387563,0.01125
2.02,-0.072362,-0.001168,7.415201,0.007732
2.025,-0.072362,-0.001168,3.734297,0.009617
2.03,-0.112563,-0.001168,0.26696,0.007607
2.035,-0.072362,-0.0077,-3.238065,0.007984
2.04,-0.072362,-0.00167,-6.868719,0.009617
2.045,-0.072362,0.006872,-10.53706,0.008235
2.05,-0.072362,-0.001168,-7.748116,0.008737
2.055,-0.0799,-0.002675,-4.079774,0.009617
2.06,-0.072362,-0.001168,-0.625,0.011501
2.065,-0.072362,-0.001168,2.99309,0.010999
2.07,-0.08995,-0.004685,6.724246,0.009617
2.075,-0.072362,-0.002675,10.191583,0.009617
2.08,-0.072362,0.00637,6.799623,0.009617
2.085,-0.072362,-0.001168,2.930276,0.008235
2.09,-0.072362,-0.004685,-0.625,0.008737
2.095,-0.072362,-0.010716,-4.205402,0.009617
2.1,-0.074874,-0.001168,-7.672739,0.009742
2.105,-0.072362,-0.001168,-10.474246,0.009617
2.11,-0.072362,-0.001168,-6.944096,0.009617
2.115,-0.0799,-0.0077,-3.43907,0.009994
2.12,-0.072362,-0.00167,0.204146,0.009617
2.125,-0.072362,-0.001168,3.859925,0.010245
2.13,-0.072362,-0.001168,7.415201,0.010747
2.135,-0.105025,-0.009208,9.261935,0.007984
2.14,-0.072362,-0.001168,5.794598,0.007732
2.145,-0.072362,-0.001168,2.18907,0.007607
2.15,-0.072362,-0.004685,-1.42902,0.008486
2.155,-0.112563,-0.009208,-5.009422,0.009617
2.16,-0.11005,-0.001168,-8.677764,0.009491
2.165,-0.072362,0.00436,-9.607412,0.009617
2.17,-0.072362,-0.004685,-6.140075,0.009617
2.175,-0.072362,-0.001168,-2.471734,0.007607
2.18,-0.072362,-0.001168,1.184045,0.009617
2.185,-0.084925,0.001345,4.663945,0.009617
2.19,-0.072362,-0.001168,8.332287,0.008737
2.195,-0.072362,-0.001168,8.457915,0.009617
2.2,-0.11005,-0.001168,4.802136,0.009617
2.205,-0.084925,0.00436,1.322236,0.009617
2.21,-0.072362,-0.009208,-2.258166,0.008737
2.215,-0.0799,-0.002675,-5.851131,0.009617
2.22,-0.072362,-0.008706,-9.481784,0.007732
2.225,-0.084925,-0.001168,-8.803392,0.009617
2.23,-0.072362,-0.001168,-5.160176,0.009617
2.235,-0.105025,-0.009208,-1.630025,0.00924
2.24,-0.072362,-0.00167,2.000628,0.009617
2.245,-0.072362,0.00436,5.606156,0.008989
