x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-3.385000E+00,-2.434171E+00,-20.101E-03,+1.184045E+00,+205.302E-03
-3.380000E+00,-2.444221E+00,-20.101E-03,-2.434045E+00,+199.271E-03
-3.375000E+00,-2.404020E+00,-20.101E-03,-5.901382E+00,+199.271E-03
-3.370000E+00,-2.424121E+00,-20.101E-03,-9.670226E+00,+211.332E-03
-3.365000E+00,-2.404020E+00,-20.101E-03,-8.514447E+00,+199.271E-03
-3.360000E+00,-2.404020E+00,-20.101E-03,-5.047111E+00,+199.271E-03
-3.355000E+00,-2.434171E+00,-40.201E-03,-1.378769E+00,+201.281E-03
-3.350000E+00,-2.404020E+00,-10.050E-03,+2.189070E+00,+207.312E-03
-3.345000E+00,-2.404020E+00,-20.101E-03,+5.807161E+00,+209.322E-03
-3.340000E+00,-2.404020E+00,-40.201E-03,+9.425251E+00,+199.271E-03
-3.335000E+00,-2.404020E+00,-20.101E-03,+7.415201E+00,+207.312E-03
-3.330000E+00,-2.424121E+00,-20.101E-03,+3.897613E+00,+215.352E-03
-3.325000E+00,-2.434171E+00,-20.101E-03,+229.271E-03,+213.342E-03
-3.320000E+00,-2.404020E+00,-20.101E-03,-3.439070E+00,+207.312E-03
-3.315000E+00,-2.414070E+00,-20.101E-03,-6.906407E+00,+209.322E-03
-3.310000E+00,-2.404020E+00,-20.101E-03,-10.474246E+00,+211.332E-03
-3.305000E+00,-2.404020E+00,-20.101E-03,-7.710427E+00,+213.342E-03
-3.300000E+00,-2.404020E+00,-40.201E-03,-4.243090E+00,+215.352E-03
-3.295000E+00,-2.404020E+00,-20.101E-03,-574.749E-03,+209.322E-03
-3.290000E+00,-2.424121E+00,-20.101E-03,+3.093593E+00,+219.372E-03
-3.285000E+00,-2.404020E+00,-20.101E-03,+6.611181E+00,+215.352E-03
-3.280000E+00,-2.404020E+00,-20.101E-03,+10.028266E+00,+207.312E-03
-3.275000E+00,-2.414070E+00,-20.101E-03,+6.761935E+00,+213.342E-03
-3.270000E+00,-2.424121E+00,-20.101E-03,+3.093593E+00,+219.372E-03
-3.265000E+00,-2.404020E+00,-15.075E-03,-574.749E-03,+215.352E-03
-3.260000E+00,-2.363819E+00,-20.101E-03,-4.042085E+00,+207.312E-03
-3.255000E+00,-2.404020E+00,-20.101E-03,-7.710427E+00,+215.352E-03
-3.250000E+00,-2.404020E+00,-10.050E-03,-10.675251E+00,+223.392E-03
-3.245000E+00,-2.404020E+00,-20.101E-03,-6.906407E+00,+223.392E-03
-3.240000E+00,-2.444221E+00,-40.201E-03,-3.238065E+00,+215.352E-03
-3.235000E+00,-2.404020E+00,-35.176E-03,+179.020E-03,+217.362E-03
-3.230000E+00,-2.404020E+00,-20.101E-03,+3.897613E+00,+223.392E-03
-3.225000E+00,-2.434171E+00,-20.101E-03,+7.364950E+00,+223.392E-03
-3.220000E+00,-2.404020E+00,-40.201E-03,+9.425251E+00,+215.352E-03
-3.215000E+00,-2.404020E+00,-35.176E-03,+5.756910E+00,+217.362E-03
-3.210000E+00,-2.404020E+00,-20.101E-03,+2.189070E+00,+223.392E-03
-3.205000E+00,-2.414070E+00,-20.101E-03,-1.378769E+00,+223.392E-03
-3.200000E+00,-2.404020E+00,-40.201E-03,-5.047111E+00,+215.352E-03
-3.195000E+00,-2.434171E+00,-35.176E-03,-8.514447E+00,+217.362E-03
-3.190000E+00,-2.404020E+00,-10.050E-03,-9.670226E+00,+231.432E-03
-3.185000E+00,-2.434171E+00,-20.101E-03,-5.901382E+00,+223.392E-03
-3.180000E+00,-2.404020E+00,-20.101E-03,-2.434045E+00,+223.392E-03
-3.175000E+00,-2.434171E+00,-25.126E-03,+1.184045E+00,+223.392E-03
-3.170000E+00,-2.424121E+00,-10.050E-03,+4.701633E+00,+235.452E-03
-3.165000E+00,-2.404020E+00,-20.101E-03,+8.219221E+00,+225.402E-03
-3.160000E+00,-2.404020E+00,-40.201E-03,+8.621231E+00,+223.392E-03
-3.155000E+00,-2.404020E+00,-25.126E-03,+4.952889E+00,+231.432E-03
-3.150000E+00,-2.404020E+00,-10.050E-03,+1.485553E+00,+231.432E-03
-3.145000E+00,-2.414070E+00,-20.101E-03,-2.182789E+00,+231.432E-03
-3.140000E+00,-2.404020E+00,-40.201E-03,-5.851131E+00,+223.392E-03
-3.135000E+00,-2.404020E+00,-20.101E-03,-9.469221E+00,+229.422E-03
-3.130000E+00,-2.404020E+00,-20.101E-03,-8.765704E+00,+235.452E-03
-3.125000E+00,-2.444221E+00,-20.101E-03,-5.298367E+00,+231.432E-03
-3.120000E+00,-2.444221E+00,-40.201E-03,-1.429020E+00,+223.392E-03
-3.115000E+00,-2.414070E+00,-20.101E-03,+1.988065E+00,+231.432E-03
-3.110000E+00,-2.424121E+00,-20.101E-03,+5.405151E+00,+239.472E-03
-3.105000E+00,-2.404020E+00,-20.101E-03,+9.023241E+00,+237.462E-03
-3.100000E+00,-2.404020E+00,-40.201E-03,+7.616206E+00,+223.392E-03
-3.095000E+00,-2.404020E+00,-20.101E-03,+4.148869E+00,+237.462E-03
-3.090000E+00,-2.404020E+00,-10.050E-03,+480.528E-03,+239.472E-03
-3.085000E+00,-2.404020E+00,-20.101E-03,-3.037060E+00,+237.462E-03
-3.080000E+00,-2.404020E+00,-40.201E-03,-6.856156E+00,+223.392E-03
-3.075000E+00,-2.404020E+00,-20.101E-03,-10.273241E+00,+231.432E-03
-3.070000E+00,-2.404020E+00,-20.101E-03,-7.961683E+00,+239.472E-03
-3.065000E+00,-2.404020E+00,-20.101E-03,-4.444096E+00,+239.472E-03
-3.060000E+00,-2.404020E+00,-20.101E-03,-826.005E-03,+231.432E-03
-3.055000E+00,-2.414070E+00,-20.101E-03,+2.792085E+00,+237.462E-03
-3.050000E+00,-2.444221E+00,-10.050E-03,+6.309673E+00,+243.492E-03
-3.045000E+00,-2.404020E+00,-20.101E-03,+9.978015E+00,+239.472E-03
-3.040000E+00,-2.404020E+00,-40.201E-03,+6.812186E+00,+231.432E-03
-3.035000E+00,-2.414070E+00,-35.176E-03,+3.194096E+00,+239.472E-03
-3.030000E+00,-2.404020E+00,-10.050E-03,-423.995E-03,+247.513E-03
-3.025000E+00,-2.434171E+00,-20.101E-03,-3.841080E+00,+239.472E-03
-3.020000E+00,-2.444221E+00,-40.201E-03,-7.660176E+00,+231.432E-03
-3.015000E+00,-2.414070E+00,-25.126E-03,-10.826005E+00,+239.472E-03
-3.010000E+00,-2.424121E+00,-20.101E-03,-7.157663E+00,+247.513E-03
-3.005000E+00,-2.404020E+00,-20.101E-03,-3.439070E+00,+247.513E-03
-3.000000E+00,-2.404020E+00,-40.201E-03,-21.985E-03,+239.472E-03
-2.995000E+00,-2.414070E+00,-20.101E-03,+3.596106E+00,+245.503E-03
-2.990000E+00,-2.424121E+00,-20.101E-03,+7.214196E+00,+251.533E-03
-2.985000E+00,-2.434171E+00,-20.101E-03,+9.475503E+00,+247.513E-03
-2.980000E+00,-2.404020E+00,-40.201E-03,+6.008166E+00,+231.432E-03
-2.975000E+00,-2.414070E+00,-20.101E-03,+2.390075E+00,+245.503E-03
-2.970000E+00,-2.404020E+00,-20.101E-03,-1.127513E+00,+255.553E-03
-2.965000E+00,-2.434171E+00,-20.101E-03,-4.795854E+00,+247.513E-03
-2.960000E+00,-2.404020E+00,-40.201E-03,-8.464196E+00,+239.472E-03
-2.955000E+00,-2.434171E+00,-20.101E-03,-9.871231E+00,+245.503E-03
-2.950000E+00,-2.404020E+00,-20.101E-03,-6.353643E+00,+255.553E-03
-2.945000E+00,-2.404020E+00,-20.101E-03,-2.635050E+00,+249.523E-03
-2.940000E+00,-2.404020E+00,-40.201E-03,+782.035E-03,+239.472E-03
-2.935000E+00,-2.434171E+00,-35.176E-03,+4.450377E+00,+247.513E-03
-2.930000E+00,-2.444221E+00,-20.101E-03,+8.118719E+00,+255.553E-03
-2.925000E+00,-2.404020E+00,-20.101E-03,+8.671482E+00,+255.553E-03
-2.920000E+00,-2.404020E+00,-40.201E-03,+5.003141E+00,+239.472E-03
-2.915000E+00,-2.404020E+00,-40.201E-03,+1.586055E+00,+247.513E-03
-2.910000E+00,-2.424121E+00,-20.101E-03,-2.032035E+00,+259.573E-03
-2.905000E+00,-2.404020E+00,-20.101E-03,-5.650126E+00,+255.553E-03
-2.900000E+00,-2.404020E+00,-40.201E-03,-9.268216E+00,+239.472E-03
-2.895000E+00,-2.414070E+00,-20.101E-03,-9.067211E+00,+255.553E-03
-2.890000E+00,-2.424121E+00,+0.0E+00,-5.449121E+00,+255.553E-03
-2.885000E+00,-2.404020E+00,-15.075E-03,-1.831030E+00,+261.583E-03
-2.880000E+00,-2.404020E+00,-40.201E-03,+1.787060E+00,+247.513E-03
-2.875000E+00,-2.414070E+00,-20.101E-03,+5.405151E+00,+255.553E-03
-2.870000E+00,-2.424121E+00,-10.050E-03,+8.922739E+00,+263.593E-03
-2.865000E+00,-2.434171E+00,-20.101E-03,+7.867462E+00,+261.583E-03
-2.860000E+00,-2.444221E+00,-40.201E-03,+4.400126E+00,+247.513E-03
-2.855000E+00,-2.404020E+00,-25.126E-03,+581.030E-03,+255.553E-03
-2.850000E+00,-2.424121E+00,-10.050E-03,-2.836055E+00,+267.613E-03
-2.845000E+00,-2.444221E+00,-20.101E-03,-6.554648E+00,+261.583E-03
-2.840000E+00,-2.404020E+00,-20.101E-03,-10.072236E+00,+255.553E-03
-2.835000E+00,-2.404020E+00,-20.101E-03,-8.062186E+00,+255.553E-03
-2.830000E+00,-2.404020E+00,-10.050E-03,-4.645101E+00,+271.633E-03
-2.825000E+00,-2.404020E+00,-20.101E-03,-926.508E-03,+263.593E-03
-2.820000E+00,-2.404020E+00,-20.101E-03,+2.591080E+00,+255.553E-03
-2.815000E+00,-2.404020E+00,-20.101E-03,+6.209171E+00,+255.553E-03
-2.810000E+00,-2.424121E+00,+0.0E+00,+9.927764E+00,+271.633E-03
-2.805000E+00,-2.404020E+00,-20.101E-03,+7.013191E+00,+269.623E-03
-2.800000E+00,-2.444221E+00,-40.201E-03,+3.395101E+00,+255.553E-03
-2.795000E+00,-2.434171E+00,-20.101E-03,-222.990E-03,+257.563E-03
-2.790000E+00,-2.444221E+00,+0.0E+00,-3.640075E+00,+271.633E-03
-2.785000E+00,-2.414070E+00,-20.101E-03,-7.258166E+00,+269.623E-03
-2.780000E+00,-2.404020E+00,-40.201E-03,-10.876256E+00,+255.553E-03
-2.775000E+00,-2.414070E+00,-40.201E-03,-7.258166E+00,+263.593E-03
-2.770000E+00,-2.424121E+00,-20.101E-03,-3.740578E+00,+271.633E-03
-2.765000E+00,-2.404020E+00,-20.101E-03,-72.236E-03,+271.633E-03
-2.760000E+00,-2.404020E+00,-40.201E-03,+3.395101E+00,+255.553E-03
-2.755000E+00,-2.434171E+00,-20.101E-03,+7.063442E+00,+263.593E-03
-2.750000E+00,-2.444221E+00,-10.050E-03,+9.827261E+00,+275.653E-03
-2.745000E+00,-2.414070E+00,-20.101E-03,+6.209171E+00,+271.633E-03
-2.740000E+00,-2.404020E+00,-20.101E-03,+2.591080E+00,+255.553E-03
-2.735000E+00,-2.404020E+00,-25.126E-03,-926.508E-03,+263.593E-03
-2.730000E+00,-2.404020E+00,-20.101E-03,-4.544598E+00,+279.673E-03
-2.725000E+00,-2.434171E+00,-20.101E-03,-8.212940E+00,+271.633E-03
-2.720000E+00,-2.404020E+00,-40.201E-03,-10.072236E+00,+263.593E-03
-2.715000E+00,-2.404020E+00,-35.176E-03,-6.454146E+00,+269.623E-03
-2.710000E+00,-2.424121E+00,-20.101E-03,-2.836055E+00,+279.673E-03
-2.705000E+00,-2.434171E+00,-20.101E-03,+581.030E-03,+271.633E-03
-2.700000E+00,-2.404020E+00,-40.201E-03,+4.400126E+00,+263.593E-03
-2.695000E+00,-2.444221E+00,-25.126E-03,+7.867462E+00,+265.603E-03
-2.690000E+00,-2.424121E+00,+0.0E+00,+9.023241E+00,+287.714E-03
-2.685000E+00,-2.404020E+00,-20.101E-03,+5.405151E+00,+271.633E-03
-2.680000E+00,-2.444221E+00,-40.201E-03,+1.787060E+00,+263.593E-03
-2.675000E+00,-2.404020E+00,-20.101E-03,-1.831030E+00,+271.633E-03
-2.670000E+00,-2.424121E+00,-10.050E-03,-5.449121E+00,+283.693E-03
-2.665000E+00,-2.404020E+00,-20.101E-03,-9.067211E+00,+279.673E-03
-2.660000E+00,-2.404020E+00,-40.201E-03,-9.268216E+00,+271.633E-03
-2.655000E+00,-2.414070E+00,-20.101E-03,-5.650126E+00,+271.633E-03
-2.650000E+00,-2.404020E+00,-10.050E-03,-2.032035E+00,+287.714E-03
-2.645000E+00,-2.404020E+00,-20.101E-03,+1.385050E+00,+279.673E-03
-2.640000E+00,-2.444221E+00,-40.201E-03,+5.204146E+00,+271.633E-03
-2.635000E+00,-2.404020E+00,-20.101E-03,+8.621231E+00,+271.633E-03
-2.630000E+00,-2.424121E+00,+0.0E+00,+8.018216E+00,+287.714E-03
-2.625000E+00,-2.404020E+00,-20.101E-03,+4.450377E+00,+279.673E-03
-2.620000E+00,-2.404020E+00,-40.201E-03,+782.035E-03,+271.633E-03
-2.615000E+00,-2.444221E+00,-25.126E-03,-2.685302E+00,+271.633E-03
-2.610000E+00,-2.404020E+00,+0.0E+00,-6.253141E+00,+287.714E-03
-2.605000E+00,-2.414070E+00,-20.101E-03,-9.871231E+00,+287.714E-03
-2.600000E+00,-2.404020E+00,-40.201E-03,-8.464196E+00,+271.633E-03
-2.595000E+00,-2.404020E+00,-25.126E-03,-4.645101E+00,+279.673E-03
-2.590000E+00,-2.424121E+00,-10.050E-03,-1.127513E+00,+291.734E-03
-2.585000E+00,-2.434171E+00,-20.101E-03,+2.339824E+00,+287.714E-03
-2.580000E+00,-2.404020E+00,-40.201E-03,+6.008166E+00,+271.633E-03
-2.575000E+00,-2.414070E+00,-35.176E-03,+9.576005E+00,+279.673E-03
-2.570000E+00,-2.424121E+00,-20.101E-03,+7.214196E+00,+295.754E-03
-2.565000E+00,-2.404020E+00,-20.101E-03,+3.646357E+00,+287.714E-03
-2.560000E+00,-2.404020E+00,-40.201E-03,+179.020E-03,+271.633E-03
-2.555000E+00,-2.404020E+00,-20.101E-03,-3.539573E+00,+279.673E-03
-2.550000E+00,-2.404020E+00,-10.050E-03,-7.157663E+00,+295.754E-03
-2.545000E+00,-2.414070E+00,-20.101E-03,-10.826005E+00,+289.724E-03
-2.540000E+00,-2.404020E+00,-40.201E-03,-7.459171E+00,+271.633E-03
-2.535000E+00,-2.404020E+00,-20.101E-03,-3.991834E+00,+285.704E-03
-2.530000E+00,-2.404020E+00,-20.101E-03,-524.497E-03,+295.754E-03
-2.525000E+00,-2.404020E+00,-20.101E-03,+3.194096E+00,+289.724E-03
-2.520000E+00,-2.404020E+00,-40.201E-03,+6.812186E+00,+279.673E-03
-2.515000E+00,-2.404020E+00,-35.176E-03,+10.028266E+00,+287.714E-03
-2.510000E+00,-2.404020E+00,-10.050E-03,+6.309673E+00,+295.754E-03
-2.505000E+00,-2.404020E+00,-35.176E-03,+2.842337E+00,+293.744E-03
-2.500000E+00,-2.404020E+00,-40.201E-03,-826.005E-03,+279.673E-03
-2.495000E+00,-2.414070E+00,-20.101E-03,-4.293342E+00,+281.683E-03
-2.490000E+00,-2.404020E+00,-20.101E-03,-7.961683E+00,+299.774E-03
-2.485000E+00,-2.404020E+00,-20.101E-03,-10.474246E+00,+295.754E-03
-2.480000E+00,-2.404020E+00,-20.101E-03,-6.655151E+00,+279.673E-03
-2.475000E+00,-2.404020E+00,-25.126E-03,-2.986809E+00,+287.714E-03
-2.470000E+00,-2.404020E+00,-10.050E-03,+480.528E-03,+299.774E-03
-2.465000E+00,-2.404020E+00,-20.101E-03,+4.148869E+00,+295.754E-03
-2.460000E+00,-2.404020E+00,-40.201E-03,+7.817211E+00,+279.673E-03
-2.455000E+00,-2.404020E+00,-40.201E-03,+9.173995E+00,+287.714E-03
-2.450000E+00,-2.404020E+00,-20.101E-03,+5.505653E+00,+303.794E-03
-2.445000E+00,-2.404020E+00,-20.101E-03,+1.837312E+00,+295.754E-03
-2.440000E+00,-2.404020E+00,-40.201E-03,-1.630025E+00,+279.673E-03
-2.435000E+00,-2.404020E+00,-20.101E-03,-5.298367E+00,+289.724E-03
-2.430000E+00,-2.404020E+00,-20.101E-03,-8.765704E+00,+303.794E-03
-2.425000E+00,-2.444221E+00,-20.101E-03,-9.670226E+00,+301.784E-03
-2.420000E+00,-2.404020E+00,-40.201E-03,-5.650126E+00,+279.673E-03
-2.415000E+00,-2.414070E+00,-40.201E-03,-2.233040E+00,+293.744E-03
-2.410000E+00,-2.424121E+00,-10.050E-03,+1.385050E+00,+303.794E-03
-2.405000E+00,-2.404020E+00,-20.101E-03,+4.802136E+00,+301.784E-03
-2.400000E+00,-2.404020E+00,-40.201E-03,+8.420226E+00,+287.714E-03
-2.395000E+00,-2.404020E+00,-35.176E-03,+8.319724E+00,+295.754E-03
-2.390000E+00,-2.404020E+00,+0.0E+00,+4.701633E+00,+311.834E-03
-2.385000E+00,-2.434171E+00,-20.101E-03,+1.033291E+00,+303.794E-03
-2.380000E+00,-2.404020E+00,-40.201E-03,-2.434045E+00,+287.714E-03
-2.375000E+00,-2.404020E+00,-35.176E-03,-6.102387E+00,+295.754E-03
-2.370000E+00,-2.404020E+00,+0.0E+00,-9.569724E+00,+311.834E-03
-2.365000E+00,-2.414070E+00,-20.101E-03,-8.564699E+00,+303.794E-03
-2.360000E+00,-2.404020E+00,-20.101E-03,-5.047111E+00,+287.714E-03
-2.355000E+00,-2.404020E+00,-20.101E-03,-1.378769E+00,+297.764E-03
-2.350000E+00,-2.404020E+00,-20.101E-03,+2.088568E+00,+311.834E-03
-2.345000E+00,-2.404020E+00,-20.101E-03,+5.807161E+00,+303.794E-03
-2.340000E+00,-2.404020E+00,-40.201E-03,+9.425251E+00,+295.754E-03
-2.335000E+00,-2.404020E+00,-35.176E-03,+7.565955E+00,+295.754E-03
-2.330000E+00,-2.404020E+00,-20.101E-03,+3.897613E+00,+311.834E-03
-2.325000E+00,-2.414070E+00,-20.101E-03,+380.025E-03,+303.794E-03
-2.320000E+00,-2.404020E+00,-40.201E-03,-3.439070E+00,+295.754E-03
-2.315000E+00,-2.404020E+00,-25.126E-03,-6.906407E+00,+301.784E-03
-2.310000E+00,-2.424121E+00,-20.101E-03,-10.675251E+00,+311.834E-03
-2.305000E+00,-2.404020E+00,-20.101E-03,-7.710427E+00,+309.824E-03
-2.300000E+00,-2.404020E+00,-40.201E-03,-4.042085E+00,+295.754E-03
-2.295000E+00,-2.404020E+00,-20.101E-03,-574.749E-03,+303.794E-03
-2.290000E+00,-2.444221E+00,+0.0E+00,+3.093593E+00,+315.854E-03
-2.285000E+00,-2.404020E+00,-20.101E-03,+6.611181E+00,+311.834E-03
-2.280000E+00,-2.404020E+00,-40.201E-03,+10.229271E+00,+295.754E-03
-2.275000E+00,-2.404020E+00,-20.101E-03,+6.611181E+00,+301.784E-03
-2.270000E+00,-2.424121E+00,-20.101E-03,+2.993090E+00,+319.874E-03
-2.265000E+00,-2.404020E+00,-20.101E-03,-574.749E-03,+311.834E-03
-2.260000E+00,-2.404020E+00,-40.201E-03,-4.243090E+00,+295.754E-03
-2.255000E+00,-2.414070E+00,-25.126E-03,-7.710427E+00,+303.794E-03
-2.250000E+00,-2.404020E+00,-10.050E-03,-10.574749E+00,+319.874E-03
-2.245000E+00,-2.414070E+00,-20.101E-03,-6.856156E+00,+311.834E-03
-2.240000E+00,-2.404020E+00,-40.201E-03,-3.238065E+00,+295.754E-03
-2.235000E+00,-2.404020E+00,-35.176E-03,+229.271E-03,+303.794E-03
-2.230000E+00,-2.424121E+00,-10.050E-03,+3.897613E+00,+319.874E-03
-2.225000E+00,-2.404020E+00,-20.101E-03,+7.415201E+00,+311.834E-03
-2.220000E+00,-2.404020E+00,-20.101E-03,+9.425251E+00,+295.754E-03
-2.215000E+00,-2.404020E+00,-20.101E-03,+5.756910E+00,+303.794E-03
-2.210000E+00,-2.404020E+00,-10.050E-03,+2.189070E+00,+319.874E-03
-2.205000E+00,-2.404020E+00,-20.101E-03,-1.429020E+00,+311.834E-03
-2.200000E+00,-2.404020E+00,-40.201E-03,-5.047111E+00,+295.754E-03
-2.195000E+00,-2.404020E+00,-25.126E-03,-8.514447E+00,+303.794E-03
-2.190000E+00,-2.404020E+00,-10.050E-03,-9.670226E+00,+323.894E-03
-2.185000E+00,-2.434171E+00,-35.176E-03,-6.052136E+00,+319.874E-03
-2.180000E+00,-2.404020E+00,-40.201E-03,-2.434045E+00,+303.794E-03
-2.175000E+00,-2.404020E+00,-25.126E-03,+1.184045E+00,+311.834E-03
-2.170000E+00,-2.404020E+00,-10.050E-03,+4.802136E+00,+323.894E-03
-2.165000E+00,-2.434171E+00,-20.101E-03,+8.219221E+00,+319.874E-03
-2.160000E+00,-2.404020E+00,-40.201E-03,+8.420226E+00,+303.794E-03
-2.155000E+00,-2.414070E+00,-25.126E-03,+4.952889E+00,+311.834E-03
-2.150000E+00,-2.404020E+00,-20.101E-03,+1.385050E+00,+323.894E-03
-2.145000E+00,-2.404020E+00,-20.101E-03,-2.233040E+00,+319.874E-03
-2.140000E+00,-2.404020E+00,-40.201E-03,-5.851131E+00,+303.794E-03
-2.135000E+00,-2.404020E+00,-35.176E-03,-9.469221E+00,+311.834E-03
-2.130000E+00,-2.404020E+00,-10.050E-03,-8.866206E+00,+327.915E-03
-2.125000E+00,-2.404020E+00,-20.101E-03,-5.097362E+00,+321.884E-03
-2.120000E+00,-2.404020E+00,-40.201E-03,-1.630025E+00,+311.834E-03
-2.115000E+00,-2.414070E+00,-40.201E-03,+2.038317E+00,+311.834E-03
-2.110000E+00,-2.424121E+00,-20.101E-03,+5.606156E+00,+327.915E-03
-2.105000E+00,-2.404020E+00,-15.075E-03,+9.224246E+00,+321.884E-03
-2.100000E+00,-2.404020E+00,-40.201E-03,+7.817211E+00,+311.834E-03
-2.095000E+00,-2.404020E+00,-40.201E-03,+3.998116E+00,+305.804E-03
-2.090000E+00,-2.404020E+00,+0.0E+00,+480.528E-03,+331.935E-03
-2.085000E+00,-2.414070E+00,-15.075E-03,-3.187814E+00,+327.915E-03
-2.080000E+00,-2.404020E+00,-40.201E-03,-6.655151E+00,+303.794E-03
-2.075000E+00,-2.404020E+00,-35.176E-03,-10.273241E+00,+319.874E-03
-2.070000E+00,-2.424121E+00,-20.101E-03,-7.961683E+00,+327.915E-03
-2.065000E+00,-2.434171E+00,-20.101E-03,-4.444096E+00,+325.905E-03
-2.060000E+00,-2.404020E+00,-40.201E-03,-625.000E-03,+311.834E-03
-2.055000E+00,-2.404020E+00,-20.101E-03,+2.993090E+00,+319.874E-03
-2.050000E+00,-2.424121E+00,-10.050E-03,+6.410176E+00,+331.935E-03
-2.045000E+00,-2.404020E+00,-20.101E-03,+9.978015E+00,+325.905E-03
-2.040000E+00,-2.444221E+00,-40.201E-03,+6.812186E+00,+311.834E-03
-2.035000E+00,-2.404020E+00,-20.101E-03,+3.194096E+00,+319.874E-03
-2.030000E+00,-2.424121E+00,-10.050E-03,-323.492E-03,+331.935E-03
-2.025000E+00,-2.404020E+00,-35.176E-03,-3.991834E+00,+327.915E-03
-2.020000E+00,-2.404020E+00,-40.201E-03,-7.459171E+00,+311.834E-03
-2.015000E+00,-2.424121E+00,-40.201E-03,-10.675251E+00,+317.864E-03
-2.010000E+00,-2.404020E+00,+0.0E+00,-7.057161E+00,+335.955E-03
-2.005000E+00,-2.404020E+00,-20.101E-03,-3.489322E+00,+327.915E-03
-2.000000E+00,-2.404020E+00,-40.201E-03,+179.020E-03,+311.834E-03
-1.995000E+00,-2.404020E+00,-20.101E-03,+3.646357E+00,+319.874E-03
-1.990000E+00,-2.404020E+00,-10.050E-03,+7.314699E+00,+335.955E-03
-1.985000E+00,-2.414070E+00,-20.101E-03,+9.475503E+00,+327.915E-03
-1.980000E+00,-2.404020E+00,-40.201E-03,+6.008166E+00,+311.834E-03
-1.975000E+00,-2.404020E+00,-20.101E-03,+2.339824E+00,+321.884E-03
-1.970000E+00,-2.404020E+00,-10.050E-03,-1.228015E+00,+335.955E-03
-1.965000E+00,-2.404020E+00,-20.101E-03,-4.795854E+00,+333.945E-03
-1.960000E+00,-2.404020E+00,-40.201E-03,-8.464196E+00,+319.874E-03
-1.955000E+00,-2.404020E+00,-40.201E-03,-9.820980E+00,+319.874E-03
-1.950000E+00,-2.424121E+00,-10.050E-03,-6.253141E+00,+343.995E-03
-1.945000E+00,-2.434171E+00,-20.101E-03,-2.635050E+00,+335.955E-03
-1.940000E+00,-2.404020E+00,-40.201E-03,+983.040E-03,+319.874E-03
-1.935000E+00,-2.404020E+00,-20.101E-03,+4.601131E+00,+327.915E-03
-1.930000E+00,-2.424121E+00,-20.101E-03,+8.018216E+00,+339.975E-03
-1.925000E+00,-2.404020E+00,-20.101E-03,+8.671482E+00,+329.925E-03
-1.920000E+00,-2.404020E+00,-40.201E-03,+5.204146E+00,+319.874E-03
-1.915000E+00,-2.404020E+00,-20.101E-03,+1.586055E+00,+321.884E-03
-1.910000E+00,-2.424121E+00,-20.101E-03,-2.032035E+00,+339.975E-03
-1.905000E+00,-2.404020E+00,-5.025E-03,-5.650126E+00,+335.955E-03
-1.900000E+00,-2.404020E+00,-40.201E-03,-9.268216E+00,+319.874E-03
-1.895000E+00,-2.404020E+00,-35.176E-03,-9.016960E+00,+321.884E-03
-1.890000E+00,-2.404020E+00,-10.050E-03,-5.348618E+00,+348.015E-03
-1.885000E+00,-2.404020E+00,-20.101E-03,-1.831030E+00,+335.955E-03
-1.880000E+00,-2.404020E+00,-40.201E-03,+1.787060E+00,+319.874E-03
-1.875000E+00,-2.434171E+00,-20.101E-03,+5.254397E+00,+327.915E-03
-1.870000E+00,-2.404020E+00,-10.050E-03,+8.922739E+00,+343.995E-03
-1.865000E+00,-2.404020E+00,-20.101E-03,+8.018216E+00,+341.985E-03
-1.860000E+00,-2.404020E+00,-40.201E-03,+4.199121E+00,+327.915E-03
-1.855000E+00,-2.404020E+00,-25.126E-03,+581.030E-03,+327.915E-03
-1.850000E+00,-2.404020E+00,+0.0E+00,-2.836055E+00,+343.995E-03
-1.845000E+00,-2.404020E+00,-20.101E-03,-6.403895E+00,+335.955E-03
-1.840000E+00,-2.404020E+00,-20.101E-03,-10.072236E+00,+327.915E-03
-1.835000E+00,-2.404020E+00,-20.101E-03,-8.062186E+00,+327.915E-03
-1.830000E+00,-2.404020E+00,-10.050E-03,-4.645101E+00,+348.015E-03
-1.825000E+00,-2.434171E+00,-20.101E-03,-1.027010E+00,+343.995E-03
-1.820000E+00,-2.404020E+00,-20.101E-03,+2.591080E+00,+327.915E-03
-1.815000E+00,-2.404020E+00,-20.101E-03,+6.259422E+00,+327.915E-03
-1.810000E+00,-2.424121E+00,-10.050E-03,+9.726759E+00,+343.995E-03
-1.805000E+00,-2.434171E+00,-20.101E-03,+7.063442E+00,+343.995E-03
-1.800000E+00,-2.404020E+00,-40.201E-03,+3.395101E+00,+327.915E-03
-1.795000E+00,-2.414070E+00,-25.126E-03,-72.236E-03,+329.925E-03
-1.790000E+00,-2.404020E+00,+0.0E+00,-3.740578E+00,+352.035E-03
-1.785000E+00,-2.404020E+00,-35.176E-03,-7.408920E+00,+343.995E-03
-1.780000E+00,-2.404020E+00,-40.201E-03,-10.876256E+00,+327.915E-03
-1.775000E+00,-2.404020E+00,-25.126E-03,-7.258166E+00,+335.955E-03
-1.770000E+00,-2.404020E+00,-20.101E-03,-3.740578E+00,+352.035E-03
-1.765000E+00,-2.444221E+00,-20.101E-03,-72.236E-03,+350.025E-03
