second,Volt1,Volt2,Volt3
-49.76400E-03,+561.64101E-03,-503.81750E-03,+877.23447E-03
-49.71200E-03,+561.64101E-03,-506.12906E-03,+876.87768E-03
-49.66000E-03,+561.64101E-03,-507.18434E-03,+876.52090E-03
-49.60800E-03,+561.64101E-03,-509.94816E-03,+876.28974E-03
-49.55600E-03,+561.64101E-03,-511.20444E-03,+876.11889E-03
-49.50400E-03,+561.64101E-03,-512.86273E-03,+875.95306E-03
-49.45200E-03,+561.64101E-03,-513.71700E-03,+875.74200E-03
-49.40000E-03,+561.64101E-03,-514.97328E-03,+875.36512E-03
-49.34800E-03,+561.64101E-03,-516.22956E-03,+875.00833E-03
-49.29600E-03,+561.64101E-03,-517.48584E-03,+874.65155E-03
-49.24400E-03,+561.64101E-03,-518.74213E-03,+874.42039E-03
-49.19200E-03,+561.64101E-03,-518.74213E-03,+874.18924E-03
-49.14000E-03,+561.64101E-03,-520.24967E-03,+874.10884E-03
-49.08800E-03,+561.64101E-03,-522.51097E-03,+873.97818E-03
-49.03600E-03,+561.64101E-03,-523.61650E-03,+873.74703E-03
-48.98400E-03,+561.64101E-03,-525.92806E-03,+873.57115E-03
-48.93200E-03,+561.64101E-03,-526.27981E-03,+873.28472E-03
-48.88000E-03,+561.64101E-03,-528.03861E-03,+873.02844E-03
-48.82800E-03,+561.64101E-03,-531.30494E-03,+872.72693E-03
-48.77600E-03,+561.64101E-03,-531.40544E-03,+872.46562E-03
-48.72400E-03,+561.64101E-03,-533.81750E-03,+872.23447E-03
-48.67200E-03,+561.64101E-03,-534.77228E-03,+872.09879E-03
-48.62000E-03,+561.64101E-03,-535.57629E-03,+872.02341E-03
-48.56800E-03,+561.64101E-03,-536.33007E-03,+871.91788E-03
-48.51600E-03,+561.64101E-03,-538.49087E-03,+871.68673E-03
-48.46400E-03,+561.64101E-03,-538.84263E-03,+871.58120E-03
-48.41200E-03,+561.64101E-03,-540.09891E-03,+871.47065E-03
-48.36000E-03,+561.64101E-03,-541.35519E-03,+871.24452E-03
-48.30800E-03,+561.64101E-03,-545.12403E-03,+871.01336E-03
-48.25600E-03,+561.64101E-03,-544.47077E-03,+870.90783E-03
-48.20400E-03,+561.64101E-03,-548.03861E-03,+870.67668E-03
-48.15200E-03,+561.64101E-03,-548.89288E-03,+870.55105E-03
-48.10000E-03,+561.64101E-03,-550.14916E-03,+870.33999E-03
-48.04800E-03,+561.64101E-03,-552.66172E-03,+870.23447E-03
-47.99600E-03,+561.64101E-03,-553.06373E-03,+870.12894E-03
-47.94400E-03,+561.64101E-03,-555.17429E-03,+870.08874E-03
-47.89200E-03,+561.64101E-03,-556.88283E-03,+869.96311E-03
-47.84000E-03,+561.64101E-03,-557.93811E-03,+869.93798E-03
-47.78800E-03,+561.64101E-03,-560.19941E-03,+869.71185E-03
-47.73600E-03,+561.64101E-03,-560.19941E-03,+869.71185E-03
-47.68400E-03,+561.64101E-03,-562.36022E-03,+869.49577E-03
-47.63200E-03,+561.64101E-03,-563.96826E-03,+869.33497E-03
-47.58000E-03,+561.64101E-03,-566.48082E-03,+868.95808E-03
-47.52800E-03,+561.64101E-03,-568.03861E-03,+868.70683E-03
-47.47600E-03,+561.64101E-03,-568.99338E-03,+868.44552E-03
-47.42400E-03,+561.64101E-03,-570.24966E-03,+868.21436E-03
-47.37200E-03,+561.64101E-03,-571.50594E-03,+868.10884E-03
-47.32000E-03,+561.64101E-03,-573.26473E-03,+867.95306E-03
-47.26800E-03,+561.64101E-03,-575.27479E-03,+867.77215E-03
-47.21600E-03,+561.64101E-03,-576.53107E-03,+867.54100E-03
-47.16400E-03,+561.64101E-03,-576.68183E-03,+867.18421E-03
-47.11200E-03,+561.64101E-03,-577.78735E-03,+866.83245E-03
-47.06000E-03,+561.64101E-03,-578.79238E-03,+866.59627E-03
-47.00800E-03,+561.64101E-03,-579.84766E-03,+866.23949E-03
-46.95600E-03,+561.64101E-03,-580.29991E-03,+866.06864E-03
-46.90400E-03,+561.64101E-03,-581.55620E-03,+865.90281E-03
-46.85200E-03,+561.64101E-03,-584.06876E-03,+865.65155E-03
-46.80000E-03,+561.64101E-03,-585.32504E-03,+865.18924E-03
-46.74800E-03,+561.64101E-03,-586.58132E-03,+864.93798E-03
-46.69600E-03,+561.64101E-03,-587.83760E-03,+864.56110E-03
-46.64400E-03,+561.64101E-03,-590.35016E-03,+864.24452E-03
-46.59200E-03,+561.64101E-03,-591.60645E-03,+864.01336E-03
-46.54000E-03,+561.64101E-03,-591.60645E-03,+863.80733E-03
-46.48800E-03,+561.64101E-03,-594.11901E-03,+863.67668E-03
-46.43600E-03,+561.64101E-03,-595.37529E-03,+863.31989E-03
-46.38400E-03,+561.64101E-03,-596.63157E-03,+862.92793E-03
-46.33200E-03,+561.64101E-03,-596.63157E-03,+862.60632E-03
-46.28000E-03,+561.64101E-03,-597.38534E-03,+862.42542E-03
-46.22800E-03,+561.64101E-03,-597.88785E-03,+862.14401E-03
-46.17600E-03,+561.64101E-03,-599.14413E-03,+861.92291E-03
-46.12400E-03,+561.64101E-03,-600.40042E-03,+861.67165E-03
-46.07200E-03,+561.64101E-03,-601.65670E-03,+861.45055E-03
-46.02000E-03,+561.64101E-03,-602.91298E-03,+861.29477E-03
-45.96800E-03,+561.64101E-03,-604.16926E-03,+860.91788E-03
-45.91600E-03,+561.64101E-03,-605.42554E-03,+860.66663E-03
-45.86400E-03,+561.64101E-03,-607.78735E-03,+860.43045E-03
-45.81200E-03,+561.64101E-03,-607.93810E-03,+860.29477E-03
-45.76000E-03,+561.64101E-03,-609.19439E-03,+860.06361E-03
-45.70800E-03,+561.64101E-03,-610.45067E-03,+859.91286E-03
-45.65600E-03,+561.64101E-03,-612.96323E-03,+859.72693E-03
-45.60400E-03,+561.64101E-03,-613.36524E-03,+859.58120E-03
-45.55200E-03,+561.64101E-03,-615.47579E-03,+859.39024E-03
-45.50000E-03,+561.64101E-03,-615.47579E-03,+859.15909E-03
-45.44800E-03,+561.64101E-03,-616.73207E-03,+858.90783E-03
-45.39600E-03,+561.64101E-03,-617.98836E-03,+858.53095E-03
-45.34400E-03,+561.64101E-03,-617.98836E-03,+858.33999E-03
-45.29200E-03,+561.64101E-03,-620.50092E-03,+858.15406E-03
-45.24000E-03,+561.64101E-03,-620.50092E-03,+858.02844E-03
-45.18800E-03,+561.64101E-03,-623.01348E-03,+857.77718E-03
-45.13600E-03,+561.64101E-03,-624.11901E-03,+857.77718E-03
-45.08400E-03,+561.64101E-03,-625.52604E-03,+857.56110E-03
-45.03200E-03,+561.64101E-03,-625.52604E-03,+857.52592E-03
-44.98000E-03,+561.64101E-03,-627.53609E-03,+857.35004E-03
-44.92800E-03,+561.64101E-03,-628.34012E-03,+857.14904E-03
-44.87600E-03,+561.64101E-03,-629.39540E-03,+856.78220E-03
-44.82400E-03,+561.64101E-03,-630.55117E-03,+856.65658E-03
-44.77200E-03,+561.64101E-03,-631.50595E-03,+856.52090E-03
-44.72000E-03,+561.64101E-03,-633.06373E-03,+856.31989E-03
-44.66800E-03,+561.64101E-03,-634.32001E-03,+856.33999E-03
-44.61600E-03,+561.64101E-03,-635.57630E-03,+856.26964E-03
-44.56400E-03,+561.64101E-03,-635.57630E-03,+856.01839E-03
-44.51200E-03,+561.64101E-03,-635.57630E-03,+855.89778E-03
-44.46000E-03,+561.64101E-03,-636.83258E-03,+855.91788E-03
-44.40800E-03,+561.64101E-03,-636.83258E-03,+855.89276E-03
-44.35600E-03,+561.64101E-03,-637.43560E-03,+855.76713E-03
-44.30400E-03,+561.64101E-03,-638.08886E-03,+855.72693E-03
-44.25200E-03,+561.64101E-03,-639.34514E-03,+855.53597E-03
-44.20000E-03,+561.64101E-03,-640.60142E-03,+855.39024E-03
-44.14800E-03,+561.64101E-03,-641.85770E-03,+855.28472E-03
-44.09600E-03,+561.64101E-03,-643.11398E-03,+855.26462E-03
-44.04400E-03,+561.64101E-03,-643.76726E-03,+855.07366E-03
-43.99200E-03,+561.64101E-03,-645.62655E-03,+854.88773E-03
-43.94000E-03,+561.64101E-03,-648.13911E-03,+854.86261E-03
-43.88800E-03,+561.64101E-03,-649.34513E-03,+854.75708E-03
-43.83600E-03,+561.64101E-03,-649.39539E-03,+854.62140E-03
-43.78400E-03,+561.64101E-03,-650.29992E-03,+854.51085E-03
-43.73200E-03,+561.64101E-03,-650.65167E-03,+854.31487E-03
-43.68000E-03,+561.64101E-03,-653.16423E-03,+854.33497E-03
-43.62800E-03,+561.64101E-03,-654.42052E-03,+854.25959E-03
-43.57600E-03,+561.64101E-03,-655.67680E-03,+854.13396E-03
-43.52400E-03,+561.64101E-03,-655.67680E-03,+854.01838E-03
-43.47200E-03,+561.64101E-03,-656.93308E-03,+854.13396E-03
-43.42000E-03,+561.64101E-03,-658.18936E-03,+853.88271E-03
-43.36800E-03,+561.64101E-03,-659.44564E-03,+853.88271E-03
-43.31600E-03,+561.64101E-03,-659.79741E-03,+853.88271E-03
-43.26400E-03,+561.64101E-03,-661.95820E-03,+853.86763E-03
-43.21200E-03,+561.64101E-03,-661.95820E-03,+853.75708E-03
-43.16000E-03,+561.64101E-03,-662.96324E-03,+853.75708E-03
-43.10800E-03,+561.64101E-03,-662.76223E-03,+853.75708E-03
-43.05600E-03,+561.64101E-03,-663.86775E-03,+853.63145E-03
-43.00400E-03,+561.64101E-03,-664.47077E-03,+853.50582E-03
-42.95200E-03,+561.64101E-03,-666.98333E-03,+853.63145E-03
-42.90000E-03,+561.64101E-03,-669.49589E-03,+853.38019E-03
-42.84800E-03,+561.64101E-03,-669.49589E-03,+853.38019E-03
-42.79600E-03,+561.64101E-03,-671.15418E-03,+853.50582E-03
-42.74400E-03,+561.64101E-03,-672.00846E-03,+853.57115E-03
-42.69200E-03,+561.64101E-03,-672.46072E-03,+853.38019E-03
-42.64000E-03,+561.64101E-03,-673.51600E-03,+853.35507E-03
-42.58800E-03,+561.64101E-03,-674.52102E-03,+853.50080E-03
-42.53600E-03,+561.64101E-03,-675.77730E-03,+853.38019E-03
-42.48400E-03,+561.64101E-03,-675.77730E-03,+853.25457E-03
-42.43200E-03,+561.64101E-03,-675.77730E-03,+853.38019E-03
-42.38000E-03,+561.64101E-03,-678.28986E-03,+853.30482E-03
-42.32800E-03,+561.64101E-03,-678.28986E-03,+853.35004E-03
-42.27600E-03,+561.64101E-03,-679.54614E-03,+853.37014E-03
-42.22400E-03,+561.64101E-03,-679.54614E-03,+853.37014E-03
-42.17200E-03,+561.64101E-03,-679.54614E-03,+853.18924E-03
-42.12000E-03,+561.64101E-03,-680.80243E-03,+853.43044E-03
-42.06800E-03,+561.64101E-03,-683.31499E-03,+853.36512E-03
-42.01600E-03,+561.64101E-03,-683.66675E-03,+853.38019E-03
-41.96400E-03,+561.64101E-03,-684.57127E-03,+853.49075E-03
-41.91200E-03,+561.64101E-03,-684.57127E-03,+853.50080E-03
-41.86000E-03,+561.64101E-03,-687.08383E-03,+853.40532E-03
-41.80800E-03,+561.64101E-03,-689.14414E-03,+853.63145E-03
-41.75600E-03,+561.64101E-03,-691.45570E-03,+853.63145E-03
-41.70400E-03,+561.64101E-03,-692.10896E-03,+853.54602E-03
-41.65200E-03,+561.64101E-03,-693.36524E-03,+853.63145E-03
-41.60000E-03,+561.64101E-03,-694.62151E-03,+853.63145E-03
-41.54800E-03,+561.64101E-03,-694.62152E-03,+853.63145E-03
-41.49600E-03,+561.64101E-03,-694.62152E-03,+853.75708E-03
-41.44400E-03,+561.64101E-03,-695.87780E-03,+853.88271E-03
-41.39200E-03,+561.64101E-03,-697.13408E-03,+853.75708E-03
-41.34000E-03,+561.64101E-03,-698.64163E-03,+853.75708E-03
-41.28800E-03,+561.64101E-03,-699.64665E-03,+853.88271E-03
-41.23600E-03,+561.64101E-03,-699.79739E-03,+853.99326E-03
-41.18400E-03,+561.64101E-03,-700.90293E-03,+853.88271E-03
-41.13200E-03,+561.64101E-03,-701.60645E-03,+853.93798E-03
-41.08000E-03,+561.64101E-03,-702.66173E-03,+854.05859E-03
-41.02800E-03,+561.64101E-03,-703.41549E-03,+854.03849E-03
-40.97600E-03,+561.64101E-03,-703.41549E-03,+854.12391E-03
-40.92400E-03,+561.64101E-03,-705.82756E-03,+854.25959E-03
-40.87200E-03,+561.64101E-03,-705.92805E-03,+854.25959E-03
-40.82000E-03,+561.64101E-03,-707.18433E-03,+854.33497E-03
-40.76800E-03,+561.64101E-03,-707.73711E-03,+854.38522E-03
-40.71600E-03,+561.64101E-03,-708.79238E-03,+854.51085E-03
-40.66400E-03,+561.64101E-03,-709.69690E-03,+854.74703E-03
-40.61200E-03,+561.64101E-03,-710.95318E-03,+854.63648E-03
-40.56000E-03,+561.64101E-03,-711.95821E-03,+854.76210E-03
-40.50800E-03,+561.64101E-03,-713.01349E-03,+855.01336E-03
-40.45600E-03,+561.64101E-03,-713.46574E-03,+855.01336E-03
-40.40400E-03,+561.64101E-03,-714.72202E-03,+855.09376E-03
-40.35200E-03,+561.64101E-03,-714.52101E-03,+855.15909E-03
-40.30000E-03,+561.64101E-03,-714.72202E-03,+855.39024E-03
-40.24800E-03,+561.64101E-03,-715.97830E-03,+855.51587E-03
-40.19600E-03,+561.64101E-03,-717.23459E-03,+855.60130E-03
-40.14400E-03,+561.64101E-03,-717.23459E-03,+855.70683E-03
-40.09200E-03,+561.64101E-03,-717.23459E-03,+855.68673E-03
-40.04000E-03,+561.64101E-03,-718.49087E-03,+855.89276E-03
-39.98800E-03,+561.64101E-03,-718.49087E-03,+855.89276E-03
-39.93600E-03,+561.64101E-03,-719.74715E-03,+856.01839E-03
-39.88400E-03,+561.64101E-03,-719.74715E-03,+856.10884E-03
-39.83200E-03,+561.64101E-03,-719.74715E-03,+856.08874E-03
-39.78000E-03,+561.64101E-03,-721.00343E-03,+856.19427E-03
-39.72800E-03,+561.64101E-03,-722.25971E-03,+856.26964E-03
-39.67600E-03,+561.64101E-03,-722.25971E-03,+856.52090E-03
-39.62400E-03,+561.64101E-03,-723.51599E-03,+856.65658E-03
-39.57200E-03,+561.64101E-03,-725.07377E-03,+856.77215E-03
-39.52000E-03,+561.64101E-03,-725.52605E-03,+857.02341E-03
-39.46800E-03,+561.64101E-03,-727.28484E-03,+857.20432E-03
-39.41600E-03,+561.64101E-03,-726.02856E-03,+857.40029E-03
-39.36400E-03,+561.64101E-03,-727.43560E-03,+857.52592E-03
-39.31200E-03,+561.64101E-03,-728.54112E-03,+857.65155E-03
-39.26000E-03,+561.64101E-03,-729.79740E-03,+857.80230E-03
-39.20800E-03,+561.64101E-03,-731.05368E-03,+857.94803E-03
-39.15600E-03,+561.64101E-03,-733.56624E-03,+858.15406E-03
-39.10400E-03,+561.64101E-03,-733.56624E-03,+858.27969E-03
-39.05200E-03,+561.64101E-03,-734.82253E-03,+858.42542E-03
-39.00000E-03,+561.64101E-03,-734.82253E-03,+858.78220E-03
-38.94800E-03,+561.64101E-03,-734.82253E-03,+858.86763E-03
-38.89600E-03,+561.64101E-03,-736.07881E-03,+858.99326E-03
-38.84400E-03,+561.64101E-03,-737.33509E-03,+859.35004E-03
-38.79200E-03,+561.64101E-03,-737.33509E-03,+859.45557E-03
-38.74000E-03,+561.64101E-03,-738.59137E-03,+859.68673E-03
-38.68800E-03,+561.64101E-03,-738.64163E-03,+859.79226E-03
-38.63600E-03,+561.64101E-03,-739.69691E-03,+860.03849E-03
-38.58400E-03,+561.64101E-03,-740.75218E-03,+860.07366E-03
-38.53200E-03,+561.64101E-03,-741.10393E-03,+860.28974E-03
-38.48000E-03,+561.64101E-03,-742.36021E-03,+860.41537E-03
-38.42800E-03,+561.64101E-03,-742.36021E-03,+860.79225E-03
-38.37600E-03,+561.64101E-03,-743.61649E-03,+861.05356E-03
-38.32400E-03,+561.64101E-03,-744.87278E-03,+861.16914E-03
-38.27200E-03,+561.64101E-03,-746.12906E-03,+861.51587E-03
-38.22000E-03,+561.64101E-03,-746.12906E-03,+861.67165E-03
-38.16800E-03,+561.64101E-03,-746.83257E-03,+861.79728E-03
-38.11600E-03,+561.64101E-03,-747.38534E-03,+862.04854E-03
-38.06400E-03,+561.64101E-03,-748.49086E-03,+862.28472E-03
-38.01200E-03,+561.64101E-03,-748.64162E-03,+862.42542E-03
-37.96000E-03,+561.64101E-03,-749.89790E-03,+862.67668E-03
-37.90800E-03,+561.64101E-03,-749.89790E-03,+862.92793E-03
-37.85600E-03,+561.64101E-03,-751.15418E-03,+863.17919E-03
-37.80400E-03,+561.64101E-03,-752.41046E-03,+863.47065E-03
-37.75200E-03,+561.64101E-03,-752.41046E-03,+863.68170E-03
-37.70000E-03,+561.64101E-03,-753.66675E-03,+863.93296E-03
-37.64800E-03,+561.64101E-03,-754.92303E-03,+864.05859E-03
-37.59600E-03,+561.64101E-03,-756.17931E-03,+864.18421E-03
-37.54400E-03,+561.64101E-03,-754.92303E-03,+864.43547E-03
-37.49200E-03,+561.64101E-03,-756.17931E-03,+864.68673E-03
-37.44000E-03,+561.64101E-03,-756.43058E-03,+864.93798E-03
-37.38800E-03,+561.64101E-03,-757.43559E-03,+865.31989E-03
-37.33600E-03,+561.64101E-03,-757.43559E-03,+865.67668E-03
-37.28400E-03,+561.64101E-03,-758.69187E-03,+865.90783E-03
-37.23200E-03,+561.64101E-03,-759.24462E-03,+866.06864E-03
-37.18000E-03,+561.64101E-03,-759.94815E-03,+866.19426E-03
-37.12800E-03,+561.64101E-03,-759.94815E-03,+866.35004E-03
-37.07600E-03,+561.64101E-03,-760.04867E-03,+866.70683E-03
-37.02400E-03,+561.64101E-03,-761.20443E-03,+866.94803E-03
-36.97200E-03,+561.64101E-03,-761.20443E-03,+867.29477E-03
-36.92000E-03,+561.64101E-03,-761.95821E-03,+867.57617E-03
-36.86800E-03,+561.64101E-03,-763.71700E-03,+867.82743E-03
-36.81600E-03,+561.64101E-03,-763.71700E-03,+867.95306E-03
-36.76400E-03,+561.64101E-03,-764.97328E-03,+868.20431E-03
-36.71200E-03,+561.64101E-03,-766.22956E-03,+868.44552E-03
-36.66000E-03,+561.64101E-03,-766.22956E-03,+868.58120E-03
-36.60800E-03,+561.64101E-03,-766.22956E-03,+868.99326E-03
-36.55600E-03,+561.64101E-03,-768.08887E-03,+869.33497E-03
-36.50400E-03,+561.64101E-03,-767.88786E-03,+869.62643E-03
-36.45200E-03,+561.64101E-03,-768.94314E-03,+869.85758E-03
-36.40000E-03,+561.64101E-03,-769.99840E-03,+870.08874E-03
-36.34800E-03,+561.64101E-03,-771.25469E-03,+870.31989E-03
-36.29600E-03,+561.64101E-03,-772.51097E-03,+870.55105E-03
-36.24400E-03,+561.64101E-03,-772.51097E-03,+870.78221E-03
-36.19200E-03,+561.64101E-03,-772.51097E-03,+871.13899E-03
-36.14000E-03,+561.64101E-03,-773.76725E-03,+871.49577E-03
-36.08800E-03,+561.64101E-03,-773.81751E-03,+871.84753E-03
-36.03600E-03,+561.64101E-03,-774.87279E-03,+871.95808E-03
-35.98400E-03,+561.64101E-03,-775.02353E-03,+872.22442E-03
-35.93200E-03,+561.64101E-03,-775.02353E-03,+872.35004E-03
-35.88000E-03,+561.64101E-03,-775.52605E-03,+872.77718E-03
-35.82800E-03,+561.64101E-03,-776.27981E-03,+873.10381E-03
-35.77600E-03,+561.64101E-03,-777.53609E-03,+873.48070E-03
-35.72400E-03,+561.64101E-03,-777.53609E-03,+873.73195E-03
-35.67200E-03,+561.64101E-03,-777.53609E-03,+873.95306E-03
-35.62000E-03,+561.64101E-03,-778.79237E-03,+874.23447E-03
-35.56800E-03,+561.64101E-03,-780.04866E-03,+874.41537E-03
-35.51600E-03,+561.64101E-03,-780.04866E-03,+874.80733E-03
-35.46400E-03,+561.64101E-03,-781.15417E-03,+875.12894E-03
-35.41200E-03,+561.64101E-03,-780.04866E-03,+875.36512E-03
-35.36000E-03,+561.64101E-03,-780.04866E-03,+875.71688E-03
-35.30800E-03,+561.64101E-03,-780.85269E-03,+875.99326E-03
-35.25600E-03,+561.64101E-03,-781.90796E-03,+876.11889E-03
-35.20400E-03,+561.64101E-03,-782.56122E-03,+876.37014E-03
-35.15200E-03,+561.64101E-03,-784.01852E-03,+876.87266E-03
-35.10000E-03,+561.64101E-03,-783.81750E-03,+877.24954E-03
-35.04800E-03,+561.64101E-03,-783.81750E-03,+877.60633E-03
-34.99600E-03,+561.64101E-03,-785.07378E-03,+877.83748E-03
-34.94400E-03,+561.64101E-03,-785.67678E-03,+878.00331E-03
-34.89200E-03,+561.64101E-03,-786.33006E-03,+878.29979E-03
-34.84000E-03,+561.64101E-03,-786.33006E-03,+878.40532E-03
-34.78800E-03,+561.64101E-03,-788.79236E-03,+878.88271E-03
-34.73600E-03,+561.64101E-03,-788.84263E-03,+879.24452E-03
-34.68400E-03,+561.64101E-03,-789.19437E-03,+879.60130E-03
-34.63200E-03,+561.64101E-03,-789.39538E-03,+879.83246E-03
-34.58000E-03,+561.64101E-03,-790.09891E-03,+880.01336E-03
-34.52800E-03,+561.64101E-03,-791.35519E-03,+880.29477E-03
-34.47600E-03,+561.64101E-03,-791.45570E-03,+880.52592E-03
-34.42400E-03,+561.64101E-03,-792.61147E-03,+881.00834E-03
-34.37200E-03,+561.64101E-03,-793.56626E-03,+881.61638E-03
-34.32000E-03,+561.64101E-03,-793.86775E-03,+881.84753E-03
-34.26800E-03,+561.64101E-03,-793.86775E-03,+882.07869E-03
-34.21600E-03,+561.64101E-03,-793.86775E-03,+882.40029E-03
-34.16400E-03,+561.64101E-03,-794.01852E-03,+882.79226E-03
-34.11200E-03,+561.64101E-03,-795.12403E-03,+883.26964E-03
-34.06000E-03,+561.64101E-03,-796.38031E-03,+883.50582E-03
-34.00800E-03,+561.64101E-03,-796.38031E-03,+883.78220E-03
-33.95600E-03,+561.64101E-03,-796.38031E-03,+884.03346E-03
-33.90400E-03,+561.64101E-03,-798.49085E-03,+884.19929E-03
-33.85200E-03,+561.64101E-03,-797.83761E-03,+884.43045E-03
-33.80000E-03,+561.64101E-03,-798.89289E-03,+884.78723E-03
-33.74800E-03,+561.64101E-03,-800.14916E-03,+885.28974E-03
-33.69600E-03,+561.64101E-03,-800.14916E-03,+885.66663E-03
-33.64400E-03,+561.64101E-03,-800.14916E-03,+885.98321E-03
-33.59200E-03,+561.64101E-03,-800.14916E-03,+886.21437E-03
-33.54000E-03,+561.64101E-03,-801.40544E-03,+886.54602E-03
-33.48800E-03,+561.64101E-03,-801.40544E-03,+887.05859E-03
-33.43600E-03,+561.64101E-03,-802.66172E-03,+887.29979E-03
-33.38400E-03,+561.64101E-03,-803.56626E-03,+887.80230E-03
-33.33200E-03,+561.64101E-03,-803.91800E-03,+888.05356E-03
-33.28000E-03,+561.64101E-03,-803.91800E-03,+888.35507E-03
-33.22800E-03,+561.64101E-03,-803.91800E-03,+888.58623E-03
-33.17600E-03,+561.64101E-03,-805.17428E-03,+889.06864E-03
-33.12400E-03,+561.64101E-03,-806.43056E-03,+889.66663E-03
-33.07200E-03,+561.64101E-03,-806.43056E-03,+889.90783E-03
-33.02000E-03,+561.64101E-03,-808.94313E-03,+890.06361E-03
-32.96800E-03,+561.64101E-03,-810.19941E-03,+890.31487E-03
-32.91600E-03,+561.64101E-03,-808.94313E-03,+890.72693E-03
-32.86400E-03,+561.64101E-03,-809.09389E-03,+891.08371E-03
-32.81200E-03,+561.64101E-03,-810.19941E-03,+891.44050E-03
-32.76000E-03,+561.64101E-03,-811.20445E-03,+891.79728E-03
-32.70800E-03,+561.64101E-03,-812.25972E-03,+892.07366E-03
-32.65600E-03,+561.64101E-03,-812.71197E-03,+892.32492E-03
-32.60400E-03,+561.64101E-03,-812.71197E-03,+892.61638E-03
-32.55200E-03,+561.64101E-03,-812.71197E-03,+892.97316E-03
-32.50000E-03,+561.64101E-03,-812.71197E-03,+893.45557E-03
-32.44800E-03,+561.64101E-03,-813.96825E-03,+893.83246E-03
-32.39600E-03,+561.64101E-03,-812.71197E-03,+894.16914E-03
-32.34400E-03,+561.64101E-03,-814.62153E-03,+894.40030E-03
-32.29200E-03,+561.64101E-03,-815.22453E-03,+894.88271E-03
-32.24000E-03,+561.64101E-03,-815.22453E-03,+895.11386E-03
-32.18800E-03,+561.64101E-03,-815.22453E-03,+895.46562E-03
-32.13600E-03,+561.64101E-03,-815.22453E-03,+895.95306E-03
-32.08400E-03,+561.64101E-03,-816.48082E-03,+896.09376E-03
-32.03200E-03,+561.64101E-03,-816.48082E-03,+896.41537E-03
-31.98000E-03,+561.64101E-03,-817.73710E-03,+896.94804E-03
-31.92800E-03,+561.64101E-03,-818.69186E-03,+897.38020E-03
