second,Volt1,Volt2
+883.650E-03,-285.773E-03,+767.590E-03
+885.300E-03,-290.798E-03,+767.590E-03
+886.950E-03,-295.823E-03,+767.590E-03
+888.600E-03,-295.896E-03,+767.590E-03
+890.250E-03,-305.873E-03,+767.590E-03
+891.900E-03,-310.898E-03,+767.590E-03
+893.550E-03,-315.923E-03,+767.590E-03
+895.200E-03,-320.948E-03,+767.590E-03
+896.850E-03,-325.974E-03,+767.590E-03
+898.500E-03,-336.024E-03,+767.590E-03
+900.150E-03,-336.024E-03,+767.814E-03
+901.800E-03,-341.049E-03,+767.841E-03
+903.450E-03,-346.074E-03,+767.841E-03
+905.100E-03,-346.074E-03,+767.841E-03
+906.750E-03,-351.099E-03,+768.092E-03
+908.400E-03,-351.099E-03,+768.343E-03
+910.050E-03,-351.099E-03,+768.595E-03
+911.700E-03,-351.099E-03,+769.292E-03
+913.350E-03,-351.099E-03,+770.005E-03
+915.000E-03,-356.124E-03,+770.719E-03
+916.650E-03,-356.124E-03,+771.358E-03
+918.300E-03,-356.124E-03,+771.610E-03
+919.950E-03,-356.124E-03,+771.610E-03
+921.600E-03,-356.124E-03,+771.861E-03
+923.250E-03,-361.149E-03,+772.025E-03
+924.900E-03,-361.149E-03,+772.488E-03
+926.550E-03,-366.175E-03,+773.452E-03
+928.200E-03,-371.200E-03,+774.417E-03
+929.850E-03,-371.273E-03,+775.131E-03
+931.500E-03,-376.225E-03,+775.593E-03
+933.150E-03,-386.275E-03,+775.630E-03
+934.800E-03,-388.961E-03,+775.881E-03
+936.450E-03,-396.325E-03,+775.881E-03
+938.100E-03,-402.429E-03,+776.689E-03
+939.750E-03,-406.650E-03,+777.891E-03
+941.400E-03,-415.896E-03,+778.645E-03
+943.050E-03,-416.426E-03,+779.332E-03
+944.700E-03,-421.451E-03,+779.543E-03
+946.350E-03,-426.476E-03,+779.650E-03
+948.000E-03,-426.476E-03,+779.650E-03
+949.650E-03,-431.501E-03,+779.901E-03
+951.300E-03,-431.501E-03,+779.901E-03
+952.950E-03,-431.501E-03,+780.152E-03
+954.600E-03,-431.501E-03,+780.558E-03
+956.250E-03,-431.501E-03,+781.157E-03
+957.900E-03,-436.526E-03,+781.734E-03
+959.550E-03,-436.526E-03,+782.196E-03
+961.200E-03,-436.526E-03,+782.910E-03
+962.850E-03,-436.526E-03,+783.167E-03
+964.500E-03,-436.526E-03,+783.419E-03
+966.150E-03,-441.552E-03,+783.670E-03
+967.800E-03,-441.552E-03,+783.670E-03
+969.450E-03,-446.577E-03,+783.877E-03
+971.100E-03,-446.577E-03,+783.921E-03
+972.750E-03,-450.871E-03,+783.921E-03
+974.400E-03,-451.602E-03,+784.172E-03
+976.050E-03,-459.313E-03,+784.424E-03
+977.700E-03,-463.534E-03,+784.518E-03
+979.350E-03,-471.702E-03,+784.675E-03
+981.000E-03,-476.727E-03,+785.177E-03
+982.650E-03,-486.248E-03,+785.653E-03
+984.300E-03,-490.469E-03,+785.931E-03
+985.950E-03,-494.690E-03,+786.327E-03
+987.600E-03,-496.828E-03,+786.685E-03
+989.250E-03,-501.853E-03,+786.936E-03
+990.900E-03,-502.328E-03,+787.188E-03
+992.550E-03,-506.878E-03,+787.439E-03
+994.200E-03,-510.770E-03,+787.439E-03
+995.850E-03,-511.903E-03,+787.690E-03
+997.500E-03,-511.903E-03,+787.690E-03
+999.150E-03,-511.903E-03,+787.690E-03
+1.000800E+00,-511.903E-03,+787.941E-03
+1.002450E+00,-516.800E-03,+787.941E-03
+1.004100E+00,-516.928E-03,+787.941E-03
+1.005750E+00,-516.928E-03,+788.193E-03
+1.007400E+00,-516.928E-03,+788.444E-03
+1.009050E+00,-516.928E-03,+788.695E-03
+1.010700E+00,-516.928E-03,+789.198E-03
+1.012350E+00,-517.001E-03,+789.452E-03
+1.014000E+00,-521.954E-03,+789.915E-03
+1.015650E+00,-521.954E-03,+790.454E-03
+1.017300E+00,-526.979E-03,+790.839E-03
+1.018950E+00,-532.004E-03,+791.208E-03
+1.020600E+00,-537.029E-03,+791.459E-03
+1.022250E+00,-542.054E-03,+791.710E-03
+1.023900E+00,-546.549E-03,+791.459E-03
+1.025550E+00,-550.770E-03,+791.710E-03
+1.027200E+00,-557.129E-03,+791.710E-03
+1.028850E+00,-562.155E-03,+791.961E-03
+1.030500E+00,-567.180E-03,+791.961E-03
+1.032150E+00,-572.205E-03,+791.985E-03
+1.033800E+00,-577.230E-03,+792.213E-03
+1.035450E+00,-581.122E-03,+792.269E-03
+1.037100E+00,-582.255E-03,+792.618E-03
+1.038750E+00,-587.280E-03,+792.829E-03
+1.040400E+00,-587.280E-03,+793.218E-03
+1.042050E+00,-592.305E-03,+793.503E-03
+1.043700E+00,-592.305E-03,+793.971E-03
+1.045350E+00,-592.305E-03,+794.474E-03
+1.047000E+00,-592.305E-03,+794.725E-03
+1.048650E+00,-594.790E-03,+794.976E-03
+1.050300E+00,-597.330E-03,+795.228E-03
+1.051950E+00,-597.330E-03,+795.479E-03
+1.053600E+00,-597.330E-03,+795.730E-03
+1.055250E+00,-597.330E-03,+795.730E-03
+1.056900E+00,-597.330E-03,+795.730E-03
+1.058550E+00,-602.356E-03,+795.730E-03
+1.060200E+00,-602.356E-03,+795.981E-03
+1.061850E+00,-607.381E-03,+795.981E-03
+1.063500E+00,-612.406E-03,+796.233E-03
+1.065150E+00,-617.431E-03,+796.484E-03
+1.066800E+00,-621.122E-03,+796.735E-03
+1.068450E+00,-627.481E-03,+797.238E-03
+1.070100E+00,-634.589E-03,+797.740E-03
+1.071750E+00,-638.811E-03,+798.055E-03
+1.073400E+00,-643.032E-03,+798.494E-03
+1.075050E+00,-652.607E-03,+798.745E-03
+1.076700E+00,-657.632E-03,+798.997E-03
+1.078350E+00,-660.720E-03,+799.248E-03
+1.080000E+00,-664.941E-03,+799.362E-03
+1.081650E+00,-667.682E-03,+799.499E-03
+1.083300E+00,-668.358E-03,+799.499E-03
+1.084950E+00,-672.707E-03,+799.499E-03
+1.086600E+00,-672.707E-03,+799.499E-03
+1.088250E+00,-672.707E-03,+799.750E-03
+1.089900E+00,-672.707E-03,+799.750E-03
+1.091550E+00,-672.707E-03,+799.750E-03
+1.093200E+00,-672.707E-03,+800.002E-03
+1.094850E+00,-677.732E-03,+800.002E-03
+1.096500E+00,-677.732E-03,+800.002E-03
+1.098150E+00,-677.732E-03,+800.253E-03
+1.099800E+00,-677.732E-03,+800.504E-03
+1.101450E+00,-677.732E-03,+800.849E-03
+1.103100E+00,-677.732E-03,+801.312E-03
+1.104750E+00,-682.758E-03,+802.012E-03
+1.106400E+00,-682.758E-03,+802.739E-03
+1.108050E+00,-682.758E-03,+803.017E-03
+1.109700E+00,-687.783E-03,+803.412E-03
+1.111350E+00,-692.808E-03,+803.770E-03
+1.113000E+00,-699.112E-03,+803.770E-03
+1.114650E+00,-707.883E-03,+803.794E-03
+1.116300E+00,-712.908E-03,+804.022E-03
+1.117950E+00,-717.933E-03,+804.022E-03
+1.119600E+00,-722.959E-03,+804.022E-03
+1.121250E+00,-727.984E-03,+804.136E-03
+1.122900E+00,-733.009E-03,+804.273E-03
+1.124550E+00,-738.034E-03,+804.273E-03
+1.126200E+00,-743.059E-03,+804.273E-03
+1.127850E+00,-743.059E-03,+804.524E-03
+1.129500E+00,-748.084E-03,+804.524E-03
+1.131150E+00,-748.084E-03,+804.651E-03
+1.132800E+00,-753.109E-03,+804.775E-03
+1.134450E+00,-753.109E-03,+805.027E-03
+1.136100E+00,-753.109E-03,+805.278E-03
+1.137750E+00,-753.109E-03,+805.493E-03
+1.139400E+00,-753.109E-03,+805.780E-03
+1.141050E+00,-753.109E-03,+806.032E-03
+1.142700E+00,-758.134E-03,+806.283E-03
+1.144350E+00,-758.134E-03,+806.337E-03
+1.146000E+00,-758.134E-03,+806.534E-03
+1.147650E+00,-758.134E-03,+806.534E-03
+1.149300E+00,-758.134E-03,+806.601E-03
+1.150950E+00,-758.134E-03,+806.785E-03
+1.152600E+00,-763.160E-03,+806.785E-03
+1.154250E+00,-763.160E-03,+807.037E-03
+1.155900E+00,-768.185E-03,+807.288E-03
+1.157550E+00,-768.185E-03,+807.539E-03
+1.159200E+00,-773.210E-03,+807.791E-03
+1.160850E+00,-778.235E-03,+807.791E-03
+1.162500E+00,-783.260E-03,+807.905E-03
+1.164150E+00,-788.285E-03,+808.042E-03
+1.165800E+00,-793.986E-03,+808.293E-03
+1.167450E+00,-803.233E-03,+808.789E-03
+1.169100E+00,-807.454E-03,+809.754E-03
+1.170750E+00,-813.411E-03,+810.719E-03
+1.172400E+00,-818.436E-03,+811.432E-03
+1.174050E+00,-823.461E-03,+811.811E-03
+1.175700E+00,-823.461E-03,+812.062E-03
+1.177350E+00,-828.486E-03,+812.066E-03
+1.179000E+00,-832.780E-03,+812.564E-03
+1.180650E+00,-833.511E-03,+813.744E-03
+1.182300E+00,-833.511E-03,+814.457E-03
+1.183950E+00,-833.511E-03,+815.171E-03
+1.185600E+00,-833.511E-03,+815.579E-03
+1.187250E+00,-838.536E-03,+815.831E-03
+1.188900E+00,-838.536E-03,+815.831E-03
+1.190550E+00,-838.536E-03,+816.082E-03
+1.192200E+00,-838.536E-03,+816.082E-03
+1.193850E+00,-838.536E-03,+816.333E-03
+1.195500E+00,-843.562E-03,+816.584E-03
+1.197150E+00,-843.562E-03,+816.836E-03
+1.198800E+00,-843.562E-03,+817.338E-03
+1.200450E+00,-848.587E-03,+817.784E-03
+1.202100E+00,-853.612E-03,+818.092E-03
+1.203750E+00,-858.637E-03,+818.343E-03
+1.205400E+00,-865.142E-03,+818.595E-03
+1.207050E+00,-868.687E-03,+819.097E-03
+1.208700E+00,-878.610E-03,+819.097E-03
+1.210350E+00,-883.763E-03,+819.348E-03
+1.212000E+00,-892.077E-03,+819.600E-03
+1.213650E+00,-893.813E-03,+819.600E-03
+1.215300E+00,-898.838E-03,+819.600E-03
+1.216950E+00,-903.863E-03,+819.851E-03
+1.218600E+00,-908.888E-03,+819.851E-03
+1.220250E+00,-908.888E-03,+819.851E-03
+1.221900E+00,-913.913E-03,+819.851E-03
+1.223550E+00,-913.913E-03,+819.851E-03
+1.225200E+00,-913.913E-03,+819.851E-03
+1.226850E+00,-913.913E-03,+819.851E-03
+1.228500E+00,-913.913E-03,+819.851E-03
+1.230150E+00,-918.938E-03,+819.851E-03
+1.231800E+00,-918.938E-03,+819.851E-03
+1.233450E+00,-918.938E-03,+819.851E-03
+1.235100E+00,-918.938E-03,+819.851E-03
+1.236750E+00,-918.938E-03,+819.851E-03
+1.238400E+00,-918.938E-03,+819.851E-03
+1.240050E+00,-918.938E-03,+819.851E-03
+1.241700E+00,-923.964E-03,+819.851E-03
+1.243350E+00,-923.964E-03,+819.851E-03
+1.245000E+00,-928.989E-03,+819.851E-03
+1.246650E+00,-930.469E-03,+819.851E-03
+1.248300E+00,-934.690E-03,+819.851E-03
+1.249950E+00,-939.039E-03,+819.851E-03
+1.251600E+00,-944.064E-03,+819.851E-03
+1.253250E+00,-949.089E-03,+819.851E-03
+1.254900E+00,-959.139E-03,+819.851E-03
+1.256550E+00,-964.165E-03,+819.851E-03
+1.258200E+00,-969.190E-03,+820.102E-03
+1.259850E+00,-974.215E-03,+820.102E-03
+1.261500E+00,-979.240E-03,+820.102E-03
+1.263150E+00,-984.265E-03,+820.102E-03
+1.264800E+00,-986.951E-03,+820.102E-03
+1.266450E+00,-989.290E-03,+820.102E-03
+1.268100E+00,-989.290E-03,+820.353E-03
+1.269750E+00,-994.315E-03,+820.353E-03
+1.271400E+00,-994.315E-03,+820.578E-03
+1.273050E+00,-994.315E-03,+820.605E-03
+1.274700E+00,-994.315E-03,+820.856E-03
+1.276350E+00,-994.315E-03,+821.107E-03
+1.278000E+00,-995.594E-03,+821.610E-03
+1.279650E+00,-999.340E-03,+821.633E-03
+1.281300E+00,-999.340E-03,+822.096E-03
+1.282950E+00,-999.340E-03,+822.558E-03
+1.284600E+00,-999.340E-03,+822.866E-03
+1.286250E+00,-999.340E-03,+823.231E-03
+1.287900E+00,-999.340E-03,+823.620E-03
+1.289550E+00,-1.004366E+00,+823.653E-03
+1.291200E+00,-1.004366E+00,+823.871E-03
+1.292850E+00,-1.009391E+00,+823.871E-03
+1.294500E+00,-1.009391E+00,+823.871E-03
+1.296150E+00,-1.014416E+00,+823.871E-03
+1.297800E+00,-1.019441E+00,+824.122E-03
+1.299450E+00,-1.024466E+00,+824.122E-03
+1.301100E+00,-1.029491E+00,+824.122E-03
+1.302750E+00,-1.034516E+00,+824.122E-03
+1.304400E+00,-1.043032E+00,+824.122E-03
+1.306050E+00,-1.049592E+00,+824.373E-03
+1.307700E+00,-1.051474E+00,+824.625E-03
+1.309350E+00,-1.059642E+00,+825.127E-03
+1.311000E+00,-1.059916E+00,+825.630E-03
+1.312650E+00,-1.064667E+00,+826.132E-03
+1.314300E+00,-1.069692E+00,+826.635E-03
+1.315950E+00,-1.069692E+00,+826.886E-03
+1.317600E+00,-1.074717E+00,+827.137E-03
+1.319250E+00,-1.074717E+00,+827.389E-03
+1.320900E+00,-1.074717E+00,+827.640E-03
+1.322550E+00,-1.074717E+00,+827.640E-03
+1.324200E+00,-1.074717E+00,+827.640E-03
+1.325850E+00,-1.079742E+00,+827.891E-03
+1.327500E+00,-1.079742E+00,+827.891E-03
+1.329150E+00,-1.079742E+00,+827.891E-03
+1.330800E+00,-1.079742E+00,+827.891E-03
+1.332450E+00,-1.079742E+00,+828.136E-03
+1.334100E+00,-1.079742E+00,+828.142E-03
+1.335750E+00,-1.084768E+00,+828.142E-03
+1.337400E+00,-1.084768E+00,+828.142E-03
+1.339050E+00,-1.089793E+00,+828.142E-03
+1.340700E+00,-1.089793E+00,+828.186E-03
+1.342350E+00,-1.094891E+00,+828.394E-03
+1.344000E+00,-1.099843E+00,+828.394E-03
+1.345650E+00,-1.104868E+00,+828.645E-03
+1.347300E+00,-1.109893E+00,+828.896E-03
+1.348950E+00,-1.119943E+00,+828.990E-03
+1.350600E+00,-1.121022E+00,+829.201E-03
+1.352250E+00,-1.125243E+00,+829.650E-03
+1.353900E+00,-1.129994E+00,+829.875E-03
+1.355550E+00,-1.135019E+00,+830.219E-03
+1.357200E+00,-1.142931E+00,+830.655E-03
+1.358850E+00,-1.145069E+00,+830.906E-03
+1.360500E+00,-1.150094E+00,+831.157E-03
+1.362150E+00,-1.150094E+00,+831.409E-03
+1.363800E+00,-1.155119E+00,+831.643E-03
+1.365450E+00,-1.155119E+00,+831.660E-03
+1.367100E+00,-1.155119E+00,+831.814E-03
+1.368750E+00,-1.155119E+00,+831.911E-03
+1.370400E+00,-1.160144E+00,+831.911E-03
+1.372050E+00,-1.160144E+00,+831.911E-03
+1.373700E+00,-1.160144E+00,+832.162E-03
+1.375350E+00,-1.160144E+00,+832.162E-03
+1.377000E+00,-1.160144E+00,+832.162E-03
+1.378650E+00,-1.160144E+00,+832.162E-03
+1.380300E+00,-1.161826E+00,+832.414E-03
+1.381950E+00,-1.165170E+00,+832.414E-03
+1.383600E+00,-1.170122E+00,+832.414E-03
+1.385250E+00,-1.170195E+00,+832.665E-03
+1.386900E+00,-1.175220E+00,+832.665E-03
+1.388550E+00,-1.180245E+00,+832.916E-03
+1.390200E+00,-1.185270E+00,+833.167E-03
+1.391850E+00,-1.191373E+00,+833.221E-03
+1.393500E+00,-1.195320E+00,+833.419E-03
+1.395150E+00,-1.205371E+00,+833.670E-03
+1.396800E+00,-1.209062E+00,+833.921E-03
+1.398450E+00,-1.210396E+00,+834.172E-03
+1.400100E+00,-1.217504E+00,+834.424E-03
+1.401750E+00,-1.221725E+00,+834.675E-03
+1.403400E+00,-1.225471E+00,+834.926E-03
+1.405050E+00,-1.230167E+00,+835.177E-03
+1.406700E+00,-1.230496E+00,+835.429E-03
+1.408350E+00,-1.233584E+00,+835.429E-03
+1.410000E+00,-1.235521E+00,+835.680E-03
+1.411650E+00,-1.235521E+00,+835.680E-03
+1.413300E+00,-1.235521E+00,+835.897E-03
+1.414950E+00,-1.235521E+00,+835.931E-03
+1.416600E+00,-1.240546E+00,+835.931E-03
+1.418250E+00,-1.240546E+00,+835.931E-03
+1.419900E+00,-1.240546E+00,+835.931E-03
+1.421550E+00,-1.240546E+00,+835.931E-03
+1.423200E+00,-1.240546E+00,+835.931E-03
+1.424850E+00,-1.240620E+00,+835.931E-03
+1.426500E+00,-1.245572E+00,+835.931E-03
+1.428150E+00,-1.245572E+00,+835.680E-03
+1.429800E+00,-1.250597E+00,+835.680E-03
+1.431450E+00,-1.252479E+00,+835.680E-03
+1.433100E+00,-1.256700E+00,+835.429E-03
+1.434750E+00,-1.260921E+00,+835.177E-03
+1.436400E+00,-1.265672E+00,+834.926E-03
+1.438050E+00,-1.275722E+00,+834.926E-03
+1.439700E+00,-1.280747E+00,+834.675E-03
+1.441350E+00,-1.285773E+00,+834.424E-03
+1.443000E+00,-1.290798E+00,+834.236E-03
+1.444650E+00,-1.295823E+00,+834.172E-03
+1.446300E+00,-1.300848E+00,+834.172E-03
+1.447950E+00,-1.305873E+00,+833.921E-03
+1.449600E+00,-1.305873E+00,+833.921E-03
+1.451250E+00,-1.310898E+00,+833.921E-03
+1.452900E+00,-1.312378E+00,+834.172E-03
+1.454550E+00,-1.315923E+00,+833.921E-03
+1.456200E+00,-1.315923E+00,+833.921E-03
+1.457850E+00,-1.315923E+00,+833.921E-03
+1.459500E+00,-1.315923E+00,+833.921E-03
+1.461150E+00,-1.315923E+00,+833.670E-03
+1.462800E+00,-1.320948E+00,+833.670E-03
+1.464450E+00,-1.320948E+00,+833.419E-03
+1.466100E+00,-1.320948E+00,+833.167E-03
+1.467750E+00,-1.320948E+00,+833.167E-03
+1.469400E+00,-1.320948E+00,+832.916E-03
+1.471050E+00,-1.323635E+00,+832.799E-03
+1.472700E+00,-1.325974E+00,+832.665E-03
+1.474350E+00,-1.325974E+00,+832.665E-03
+1.476000E+00,-1.330999E+00,+832.665E-03
+1.477650E+00,-1.330999E+00,+832.638E-03
+1.479300E+00,-1.336024E+00,+832.598E-03
+1.480950E+00,-1.341049E+00,+832.665E-03
+1.482600E+00,-1.348157E+00,+832.665E-03
+1.484250E+00,-1.352378E+00,+832.665E-03
+1.485900E+00,-1.361149E+00,+832.665E-03
+1.487550E+00,-1.366175E+00,+832.665E-03
+1.489200E+00,-1.371200E+00,+832.414E-03
+1.490850E+00,-1.376225E+00,+832.414E-03
+1.492500E+00,-1.378509E+00,+832.299E-03
+1.494150E+00,-1.386275E+00,+832.162E-03
+1.495800E+00,-1.386275E+00,+832.162E-03
+1.497450E+00,-1.391300E+00,+832.162E-03
+1.499100E+00,-1.391300E+00,+831.911E-03
+1.500750E+00,-1.396325E+00,+831.911E-03
+1.502400E+00,-1.396325E+00,+831.911E-03
+1.504050E+00,-1.396325E+00,+831.660E-03
+1.505700E+00,-1.396325E+00,+831.616E-03
+1.507350E+00,-1.396325E+00,+831.157E-03
+1.509000E+00,-1.401350E+00,+830.906E-03
+1.510650E+00,-1.401350E+00,+830.480E-03
+1.512300E+00,-1.401350E+00,+830.018E-03
+1.513950E+00,-1.401350E+00,+829.807E-03
+1.515600E+00,-1.401350E+00,+829.399E-03
+1.517250E+00,-1.401350E+00,+829.385E-03
+1.518900E+00,-1.401350E+00,+828.896E-03
+1.520550E+00,-1.406376E+00,+828.896E-03
+1.522200E+00,-1.409263E+00,+828.896E-03
+1.523850E+00,-1.411401E+00,+828.896E-03
+1.525500E+00,-1.416426E+00,+828.709E-03
+1.527150E+00,-1.421451E+00,+828.896E-03
+1.528800E+00,-1.426476E+00,+828.912E-03
+1.530450E+00,-1.431501E+00,+829.147E-03
+1.532100E+00,-1.431501E+00,+829.399E-03
+1.533750E+00,-1.438811E+00,+829.901E-03
+1.535400E+00,-1.446577E+00,+829.975E-03
+1.537050E+00,-1.451602E+00,+830.404E-03
+1.538700E+00,-1.456627E+00,+830.648E-03
+1.540350E+00,-1.461652E+00,+830.701E-03
+1.542000E+00,-1.466677E+00,+830.906E-03
+1.543650E+00,-1.471702E+00,+831.157E-03
+1.545300E+00,-1.471702E+00,+831.241E-03
+1.546950E+00,-1.472579E+00,+831.409E-03
+1.548600E+00,-1.476727E+00,+831.409E-03
+1.550250E+00,-1.476727E+00,+831.623E-03
+1.551900E+00,-1.476727E+00,+831.409E-03
+1.553550E+00,-1.476727E+00,+831.660E-03
+1.555200E+00,-1.476727E+00,+831.660E-03
+1.556850E+00,-1.481753E+00,+831.463E-03
+1.558500E+00,-1.481753E+00,+831.395E-03
+1.560150E+00,-1.481753E+00,+831.157E-03
+1.561800E+00,-1.481753E+00,+830.906E-03
+1.563450E+00,-1.481753E+00,+830.655E-03
+1.565100E+00,-1.483836E+00,+830.152E-03
+1.566750E+00,-1.486778E+00,+829.650E-03
+1.568400E+00,-1.487253E+00,+829.124E-03
+1.570050E+00,-1.491803E+00,+828.661E-03
+1.571700E+00,-1.496828E+00,+828.394E-03
+1.573350E+00,-1.501853E+00,+828.142E-03
+1.575000E+00,-1.506878E+00,+827.891E-03
+1.576650E+00,-1.511903E+00,+827.891E-03
+1.578300E+00,-1.517604E+00,+827.640E-03
+1.579950E+00,-1.521954E+00,+827.144E-03
+1.581600E+00,-1.531072E+00,+826.179E-03
+1.583250E+00,-1.537029E+00,+825.378E-03
+1.584900E+00,-1.544539E+00,+824.625E-03
+1.586550E+00,-1.547079E+00,+824.122E-03
+1.588200E+00,-1.552104E+00,+824.122E-03
+1.589850E+00,-1.552104E+00,+823.871E-03
+1.591500E+00,-1.556398E+00,+823.871E-03
+1.593150E+00,-1.557129E+00,+823.696E-03
+1.594800E+00,-1.557129E+00,+823.368E-03
+1.596450E+00,-1.557129E+00,+823.023E-03
+1.598100E+00,-1.557129E+00,+822.615E-03
+1.599750E+00,-1.562155E+00,+822.112E-03
+1.601400E+00,-1.562155E+00,+821.861E-03
+1.603050E+00,-1.562155E+00,+821.425E-03
+1.604700E+00,-1.562155E+00,+821.107E-03
+1.606350E+00,-1.562155E+00,+820.856E-03
+1.608000E+00,-1.563434E+00,+820.856E-03
+1.609650E+00,-1.567180E+00,+820.856E-03
+1.611300E+00,-1.567180E+00,+820.621E-03
+1.612950E+00,-1.572205E+00,+820.605E-03
+1.614600E+00,-1.577230E+00,+820.605E-03
+1.616250E+00,-1.579514E+00,+820.605E-03
+1.617900E+00,-1.582255E+00,+820.605E-03
+1.619550E+00,-1.587956E+00,+820.605E-03
+1.621200E+00,-1.592305E+00,+820.360E-03
+1.622850E+00,-1.601424E+00,+820.353E-03
+1.624500E+00,-1.607381E+00,+820.353E-03
+1.626150E+00,-1.614891E+00,+820.353E-03
+1.627800E+00,-1.619112E+00,+820.353E-03
+1.629450E+00,-1.622456E+00,+820.353E-03
+1.631100E+00,-1.622529E+00,+820.102E-03
+1.632750E+00,-1.627481E+00,+820.102E-03
+1.634400E+00,-1.632506E+00,+820.102E-03
+1.636050E+00,-1.632506E+00,+820.102E-03
+1.637700E+00,-1.637531E+00,+819.851E-03
+1.639350E+00,-1.637531E+00,+819.851E-03
+1.641000E+00,-1.637531E+00,+819.837E-03
+1.642650E+00,-1.637531E+00,+819.600E-03
+1.644300E+00,-1.637531E+00,+819.348E-03
+1.645950E+00,-1.642557E+00,+818.846E-03
+1.647600E+00,-1.642557E+00,+818.490E-03
+1.649250E+00,-1.642557E+00,+817.777E-03
+1.650900E+00,-1.642557E+00,+817.315E-03
+1.652550E+00,-1.642557E+00,+816.852E-03
+1.654200E+00,-1.647582E+00,+816.584E-03
+1.655850E+00,-1.647582E+00,+816.333E-03
+1.657500E+00,-1.649866E+00,+816.082E-03
+1.659150E+00,-1.654087E+00,+816.082E-03
+1.660800E+00,-1.657632E+00,+815.831E-03
+1.662450E+00,-1.662657E+00,+815.831E-03
+1.664100E+00,-1.667682E+00,+815.626E-03
+1.665750E+00,-1.672707E+00,+815.415E-03
+1.667400E+00,-1.682758E+00,+815.204E-03
+1.669050E+00,-1.684439E+00,+814.826E-03
+1.670700E+00,-1.692808E+00,+814.323E-03
+1.672350E+00,-1.697833E+00,+813.817E-03
+1.674000E+00,-1.702858E+00,+813.318E-03
+1.675650E+00,-1.707883E+00,+812.816E-03
+1.677300E+00,-1.707883E+00,+812.564E-03
+1.678950E+00,-1.712908E+00,+812.313E-03
+1.680600E+00,-1.712908E+00,+812.062E-03
+1.682250E+00,-1.717933E+00,+812.062E-03
+1.683900E+00,-1.717933E+00,+812.062E-03
+1.685550E+00,-1.717933E+00,+811.811E-03
+1.687200E+00,-1.717933E+00,+811.811E-03
+1.688850E+00,-1.717933E+00,+811.811E-03
+1.690500E+00,-1.722959E+00,+811.559E-03
+1.692150E+00,-1.722959E+00,+811.308E-03
+1.693800E+00,-1.722959E+00,+811.073E-03
+1.695450E+00,-1.722959E+00,+810.806E-03
+1.697100E+00,-1.722959E+00,+810.400E-03
+1.698750E+00,-1.722959E+00,+809.938E-03
+1.700400E+00,-1.722959E+00,+809.475E-03
+1.702050E+00,-1.727984E+00,+809.013E-03
+1.703700E+00,-1.732881E+00,+808.544E-03
+1.705350E+00,-1.733009E+00,+808.293E-03
+1.707000E+00,-1.738034E+00,+808.293E-03
+1.708650E+00,-1.743059E+00,+808.042E-03
+1.710300E+00,-1.748084E+00,+808.042E-03
+1.711950E+00,-1.748084E+00,+807.834E-03
+1.713600E+00,-1.758134E+00,+807.791E-03
+1.715250E+00,-1.763160E+00,+807.791E-03
+1.716900E+00,-1.768185E+00,+807.791E-03
+1.718550E+00,-1.775896E+00,+807.405E-03
+1.720200E+00,-1.783260E+00,+807.037E-03
+1.721850E+00,-1.788285E+00,+806.534E-03
+1.723500E+00,-1.788559E+00,+806.269E-03
+1.725150E+00,-1.793310E+00,+805.556E-03
+1.726800E+00,-1.793310E+00,+805.093E-03
+1.728450E+00,-1.798335E+00,+804.775E-03
+1.730100E+00,-1.798335E+00,+804.524E-03
+1.731750E+00,-1.798335E+00,+804.273E-03
+1.733400E+00,-1.798335E+00,+804.022E-03
+1.735050E+00,-1.803361E+00,+804.022E-03
+1.736700E+00,-1.803361E+00,+804.022E-03
+1.738350E+00,-1.803361E+00,+803.770E-03
+1.740000E+00,-1.803361E+00,+803.770E-03
+1.741650E+00,-1.808386E+00,+803.519E-03
+1.743300E+00,-1.808386E+00,+803.017E-03
+1.744950E+00,-1.813283E+00,+802.521E-03
+1.746600E+00,-1.813411E+00,+802.058E-03
+1.748250E+00,-1.816700E+00,+801.093E-03
+1.749900E+00,-1.818436E+00,+800.380E-03
+1.751550E+00,-1.825142E+00,+800.169E-03
+1.753200E+00,-1.833511E+00,+800.002E-03
+1.754850E+00,-1.838536E+00,+799.750E-03
+1.756500E+00,-1.842831E+00,+799.499E-03
+1.758150E+00,-1.848587E+00,+798.822E-03
+1.759800E+00,-1.853612E+00,+798.108E-03
+1.761450E+00,-1.858637E+00,+796.892E-03
+1.763100E+00,-1.863662E+00,+796.233E-03
+1.764750E+00,-1.868687E+00,+795.981E-03
+1.766400E+00,-1.873182E+00,+795.981E-03
+1.768050E+00,-1.873712E+00,+795.730E-03
+1.769700E+00,-1.873712E+00,+795.586E-03
+1.771350E+00,-1.878737E+00,+795.124E-03
+1.773000E+00,-1.878737E+00,+794.410E-03
+1.774650E+00,-1.878737E+00,+793.445E-03
+1.776300E+00,-1.878737E+00,+792.480E-03
+1.777950E+00,-1.878737E+00,+792.213E-03
+1.779600E+00,-1.883763E+00,+791.961E-03
+1.781250E+00,-1.883763E+00,+791.710E-03
+1.782900E+00,-1.883763E+00,+791.710E-03
+1.784550E+00,-1.883763E+00,+791.459E-03
+1.786200E+00,-1.883763E+00,+790.963E-03
+1.787850E+00,-1.883763E+00,+790.249E-03
+1.789500E+00,-1.888788E+00,+789.536E-03
