second,Volt1,Volt2,Volt3
-31.92800E-03,+629.60483E-03,-818.99338E-03,+622.85256E-03
-31.87600E-03,+630.14554E-03,-818.99338E-03,+622.85256E-03
-31.82400E-03,+630.72845E-03,-820.24966E-03,+622.85256E-03
-31.77200E-03,+631.25307E-03,-820.24966E-03,+622.85256E-03
-31.72000E-03,+631.78172E-03,-821.50594E-03,+622.85256E-03
-31.66800E-03,+632.36664E-03,-822.05872E-03,+622.85256E-03
-31.61600E-03,+632.82493E-03,-822.76222E-03,+622.85256E-03
-31.56400E-03,+633.26111E-03,-822.76222E-03,+622.85256E-03
-31.51200E-03,+633.79981E-03,-822.76222E-03,+622.85256E-03
-31.46000E-03,+634.27418E-03,-824.01850E-03,+622.85256E-03
-31.40800E-03,+634.82091E-03,-825.27479E-03,+622.85256E-03
-31.35600E-03,+635.35559E-03,-824.62153E-03,+622.85256E-03
-31.30400E-03,+635.77569E-03,-825.27479E-03,+622.85256E-03
-31.25200E-03,+636.38071E-03,-826.53107E-03,+622.85256E-03
-31.20000E-03,+636.91740E-03,-825.27479E-03,+622.85256E-03
-31.14800E-03,+637.34554E-03,-827.78735E-03,+622.85256E-03
-31.09600E-03,+637.94051E-03,-826.53107E-03,+622.85256E-03
-31.04400E-03,+638.37870E-03,-827.13407E-03,+622.85256E-03
-30.99200E-03,+638.86312E-03,-827.78735E-03,+622.85256E-03
-30.94000E-03,+639.45006E-03,-829.29490E-03,+622.85256E-03
-30.88800E-03,+639.93850E-03,-829.04363E-03,+622.85256E-03
-30.83600E-03,+640.47317E-03,-829.04363E-03,+622.85256E-03
-30.78400E-03,+641.06011E-03,-830.29991E-03,+622.85256E-03
-30.73200E-03,+641.49629E-03,-831.55619E-03,+622.85256E-03
-30.68000E-03,+642.03297E-03,-831.55619E-03,+622.85256E-03
-30.62800E-03,+642.49327E-03,-831.55619E-03,+622.85256E-03
-30.57600E-03,+642.95961E-03,-832.71196E-03,+622.85256E-03
-30.52400E-03,+643.48423E-03,-832.81247E-03,+622.85256E-03
-30.47200E-03,+643.90433E-03,-832.81247E-03,+622.85256E-03
-30.42000E-03,+644.41488E-03,-833.56626E-03,+622.85256E-03
-30.36800E-03,+644.82292E-03,-834.06876E-03,+622.85256E-03
-30.31600E-03,+645.35157E-03,-833.71698E-03,+622.85256E-03
-30.26400E-03,+645.87418E-03,-834.06876E-03,+622.85256E-03
-30.21200E-03,+646.20986E-03,-835.32504E-03,+622.85256E-03
-30.16000E-03,+646.78674E-03,-835.32504E-03,+622.85256E-03
-30.10800E-03,+647.19679E-03,-835.32504E-03,+622.85256E-03
-30.05600E-03,+647.71940E-03,-835.32504E-03,+622.85256E-03
-30.00400E-03,+648.24001E-03,-835.32504E-03,+622.85256E-03
-29.95200E-03,+648.55760E-03,-836.38030E-03,+622.85256E-03
-29.90000E-03,+649.17870E-03,-836.58132E-03,+622.85256E-03
-29.84800E-03,+649.64905E-03,-836.58132E-03,+622.85256E-03
-29.79600E-03,+650.10131E-03,-836.98331E-03,+622.85256E-03
-29.74400E-03,+650.58775E-03,-836.58132E-03,+622.85256E-03
-29.69200E-03,+650.92342E-03,-837.83760E-03,+622.85256E-03
-29.64000E-03,+651.46011E-03,-839.09388E-03,+622.85256E-03
-29.58800E-03,+651.84604E-03,-839.09388E-03,+622.85256E-03
-29.53600E-03,+652.37669E-03,-839.09388E-03,+622.85256E-03
-29.48400E-03,+652.68222E-03,-839.44562E-03,+622.85256E-03
-29.43200E-03,+653.15458E-03,-839.64663E-03,+622.85256E-03
-29.38000E-03,+653.46011E-03,-839.09388E-03,+622.85256E-03
-29.32800E-03,+653.97669E-03,-840.35016E-03,+622.85256E-03
-29.27600E-03,+654.36664E-03,-840.35016E-03,+622.85256E-03
-29.22400E-03,+654.80282E-03,-841.60644E-03,+622.85256E-03
-29.17200E-03,+655.27317E-03,-841.30495E-03,+622.85256E-03
-29.12000E-03,+655.64101E-03,-840.35016E-03,+622.85256E-03
-29.06800E-03,+656.05709E-03,-841.60644E-03,+622.85256E-03
-29.01600E-03,+656.47920E-03,-842.51095E-03,+622.85256E-03
-28.96400E-03,+656.89126E-03,-842.86273E-03,+622.85256E-03
-28.91200E-03,+657.31739E-03,-842.86273E-03,+622.85256E-03
-28.86000E-03,+657.84202E-03,-842.86273E-03,+622.85256E-03
-28.80800E-03,+658.15558E-03,-844.11901E-03,+622.85256E-03
-28.75600E-03,+658.57167E-03,-844.11901E-03,+622.85256E-03
-28.70400E-03,+658.95960E-03,-844.52103E-03,+622.85256E-03
-28.65200E-03,+659.49629E-03,-845.37529E-03,+622.85256E-03
-28.60000E-03,+659.78172E-03,-845.37529E-03,+622.85256E-03
-28.54800E-03,+660.31036E-03,-845.37529E-03,+622.85256E-03
-28.49600E-03,+660.60383E-03,-846.22958E-03,+622.85256E-03
-28.44400E-03,+661.06614E-03,-847.88785E-03,+622.85256E-03
-28.39200E-03,+661.35759E-03,-846.63157E-03,+622.85256E-03
-28.34000E-03,+661.72141E-03,-846.88284E-03,+622.85256E-03
-28.28800E-03,+662.09528E-03,-847.88785E-03,+622.85256E-03
-28.23600E-03,+662.38272E-03,-847.88785E-03,+622.85256E-03
-28.18400E-03,+662.78272E-03,-849.14413E-03,+622.85256E-03
-28.13200E-03,+663.05408E-03,-850.40041E-03,+622.85256E-03
-28.08000E-03,+663.54051E-03,-850.40041E-03,+622.85256E-03
-28.02800E-03,+663.81388E-03,-851.65669E-03,+622.85256E-03
-27.97600E-03,+664.21589E-03,-851.55618E-03,+622.85256E-03
-27.92400E-03,+664.55156E-03,-851.65669E-03,+622.85256E-03
-27.87200E-03,+664.88322E-03,-851.65669E-03,+622.85256E-03
-27.82000E-03,+665.23900E-03,-851.65669E-03,+622.85256E-03
-27.76800E-03,+665.45408E-03,-851.65669E-03,+622.85256E-03
-27.71600E-03,+665.86815E-03,-851.65669E-03,+622.85256E-03
-27.66400E-03,+666.16965E-03,-852.91298E-03,+622.85256E-03
-27.61200E-03,+666.56161E-03,-851.65669E-03,+622.85256E-03
-27.56000E-03,+666.90734E-03,-851.65669E-03,+622.85256E-03
-27.50800E-03,+667.31538E-03,-852.91298E-03,+622.85256E-03
-27.45600E-03,+667.69528E-03,-852.91298E-03,+622.85256E-03
-27.40400E-03,+667.93850E-03,-854.16926E-03,+622.85256E-03
-27.35200E-03,+668.29830E-03,-854.16926E-03,+622.85256E-03
-27.30000E-03,+668.57569E-03,-854.16926E-03,+622.85256E-03
-27.24800E-03,+668.91136E-03,-854.16926E-03,+622.85256E-03
-27.19600E-03,+669.26312E-03,-855.42554E-03,+622.85256E-03
-27.14400E-03,+669.53247E-03,-854.82254E-03,+622.85256E-03
-27.09200E-03,+669.96865E-03,-855.42554E-03,+622.85256E-03
-27.04000E-03,+670.19377E-03,-855.42554E-03,+622.85256E-03
-26.98800E-03,+670.53950E-03,-856.68182E-03,+622.85256E-03
-26.93600E-03,+670.88121E-03,-856.68182E-03,+622.85256E-03
-26.88400E-03,+671.11036E-03,-856.68182E-03,+622.85256E-03
-26.83200E-03,+671.52443E-03,-857.23457E-03,+622.85256E-03
-26.78000E-03,+671.81187E-03,-857.43557E-03,+622.85256E-03
-26.72800E-03,+672.15558E-03,-857.63658E-03,+622.85256E-03
-26.67600E-03,+672.49930E-03,-857.93810E-03,+622.85256E-03
-26.62400E-03,+672.74252E-03,-857.83762E-03,+622.85256E-03
-26.57200E-03,+673.16262E-03,-857.93810E-03,+622.85256E-03
-26.52000E-03,+673.49026E-03,-857.93810E-03,+622.85256E-03
-26.46800E-03,+673.92443E-03,-857.93810E-03,+622.85256E-03
-26.41600E-03,+674.16764E-03,-859.19438E-03,+622.85256E-03
-26.36400E-03,+674.46111E-03,-859.19438E-03,+622.85256E-03
-26.31200E-03,+674.80282E-03,-859.19438E-03,+622.85256E-03
-26.26000E-03,+675.03800E-03,-859.19438E-03,+622.85256E-03
-26.20800E-03,+675.37368E-03,-860.45066E-03,+622.85256E-03
-26.15600E-03,+675.70935E-03,-860.45066E-03,+622.85256E-03
-26.10400E-03,+675.92845E-03,-860.45066E-03,+622.85256E-03
-26.05200E-03,+676.27217E-03,-860.45066E-03,+622.85256E-03
-26.00000E-03,+676.51538E-03,-861.70695E-03,+622.85256E-03
-25.94800E-03,+676.70031E-03,-860.65165E-03,+622.85256E-03
-25.89600E-03,+677.01991E-03,-861.70695E-03,+622.85256E-03
-25.84400E-03,+677.32141E-03,-861.70695E-03,+622.85256E-03
-25.79200E-03,+677.43800E-03,-862.15923E-03,+622.85256E-03
-25.74000E-03,+677.68121E-03,-862.96323E-03,+622.85256E-03
-25.68800E-03,+677.97669E-03,-862.96323E-03,+622.85256E-03
-25.63600E-03,+678.21790E-03,-862.96323E-03,+622.85256E-03
-25.58400E-03,+678.46111E-03,-863.86777E-03,+622.85256E-03
-25.53200E-03,+678.81086E-03,-864.21951E-03,+622.85256E-03
-25.48000E-03,+678.99779E-03,-864.21951E-03,+622.85256E-03
-25.42800E-03,+679.24101E-03,-863.26475E-03,+622.85256E-03
-25.37600E-03,+679.58875E-03,-865.37527E-03,+622.85256E-03
-25.32400E-03,+679.82795E-03,-865.47579E-03,+622.85256E-03
-25.27200E-03,+680.02091E-03,-864.21951E-03,+622.85256E-03
-25.22000E-03,+680.34453E-03,-864.72200E-03,+622.85256E-03
-25.16800E-03,+680.58573E-03,-865.47579E-03,+622.85256E-03
-25.11600E-03,+680.75056E-03,-865.47579E-03,+622.85256E-03
-25.06400E-03,+681.09428E-03,-866.73207E-03,+622.85256E-03
-25.01200E-03,+681.33749E-03,-867.98835E-03,+622.85256E-03
-24.96000E-03,+681.49026E-03,-867.98835E-03,+622.85256E-03
-24.90800E-03,+681.75558E-03,-868.44059E-03,+622.85256E-03
-24.85600E-03,+681.96664E-03,-867.98835E-03,+622.85256E-03
-24.80400E-03,+682.15960E-03,-868.39038E-03,+622.85256E-03
-24.75200E-03,+682.30232E-03,-869.44566E-03,+622.85256E-03
-24.70000E-03,+682.49528E-03,-870.50090E-03,+622.85256E-03
-24.64800E-03,+682.83900E-03,-870.29993E-03,+622.85256E-03
-24.59600E-03,+682.99779E-03,-871.75720E-03,+622.85256E-03
-24.54400E-03,+683.12443E-03,-872.36019E-03,+622.85256E-03
-24.49200E-03,+683.33548E-03,-871.75720E-03,+622.85256E-03
-24.44000E-03,+683.61086E-03,-871.75720E-03,+622.85256E-03
-24.38800E-03,+683.75357E-03,-871.80747E-03,+622.85256E-03
-24.33600E-03,+683.89629E-03,-871.90793E-03,+622.85256E-03
-24.28400E-03,+684.08925E-03,-872.66174E-03,+622.85256E-03
-24.23200E-03,+684.36061E-03,-873.71702E-03,+622.85256E-03
-24.18000E-03,+684.52543E-03,-874.26976E-03,+622.85256E-03
-24.12800E-03,+684.65609E-03,-874.26976E-03,+622.85256E-03
-24.07600E-03,+684.81086E-03,-874.26976E-03,+622.85256E-03
-24.02400E-03,+685.00383E-03,-874.26976E-03,+622.85256E-03
-23.97200E-03,+685.20885E-03,-875.22455E-03,+622.85256E-03
-23.92000E-03,+685.35960E-03,-875.52604E-03,+622.85256E-03
-23.86800E-03,+685.46011E-03,-875.52604E-03,+622.85256E-03
-23.81600E-03,+685.62493E-03,-876.78232E-03,+622.85256E-03
-23.76400E-03,+685.76764E-03,-876.78232E-03,+622.85256E-03
-23.71200E-03,+686.01086E-03,-876.83255E-03,+622.85256E-03
-23.66000E-03,+686.11337E-03,-876.78232E-03,+622.85256E-03
-23.60800E-03,+686.21387E-03,-876.78232E-03,+622.85256E-03
-23.55600E-03,+686.31438E-03,-877.38536E-03,+622.85256E-03
-23.50400E-03,+686.43096E-03,-876.78232E-03,+622.85256E-03
-23.45200E-03,+686.57367E-03,-877.83758E-03,+622.85256E-03
-23.40000E-03,+686.76664E-03,-878.03860E-03,+622.85256E-03
-23.34800E-03,+686.90131E-03,-878.03860E-03,+622.85256E-03
-23.29600E-03,+687.00182E-03,-878.03860E-03,+622.85256E-03
-23.24400E-03,+687.04403E-03,-878.69189E-03,+622.85256E-03
-23.19200E-03,+687.13649E-03,-879.29489E-03,+622.85256E-03
-23.14000E-03,+687.22895E-03,-880.55117E-03,+622.85256E-03
-23.08800E-03,+687.32141E-03,-880.55117E-03,+622.85256E-03
-23.03600E-03,+687.47016E-03,-880.40043E-03,+622.85256E-03
-22.98400E-03,+687.57066E-03,-880.19943E-03,+622.85256E-03
-22.93200E-03,+687.67116E-03,-880.55117E-03,+622.85256E-03
-22.88000E-03,+687.77166E-03,-880.55117E-03,+622.85256E-03
-22.82800E-03,+687.82191E-03,-880.55117E-03,+622.85256E-03
-22.77600E-03,+687.87217E-03,-881.80745E-03,+622.85256E-03
-22.72400E-03,+687.91840E-03,-880.55117E-03,+622.85256E-03
-22.67200E-03,+687.96061E-03,-881.80745E-03,+622.85256E-03
-22.62000E-03,+688.02292E-03,-881.80745E-03,+622.85256E-03
-22.56800E-03,+688.07317E-03,-881.80745E-03,+622.85256E-03
-22.51600E-03,+688.13749E-03,-883.41551E-03,+622.85256E-03
-22.46400E-03,+688.17970E-03,-883.21450E-03,+622.85256E-03
-22.41200E-03,+688.27217E-03,-884.32001E-03,+622.85256E-03
-22.36000E-03,+688.35458E-03,-884.32001E-03,+622.85256E-03
-22.30800E-03,+688.45709E-03,-883.06373E-03,+622.85256E-03
-22.25600E-03,+688.54955E-03,-883.06373E-03,+622.85256E-03
-22.20400E-03,+688.57568E-03,-883.46576E-03,+622.85256E-03
-22.15200E-03,+688.62593E-03,-884.52104E-03,+622.85256E-03
-22.10000E-03,+688.62594E-03,-884.32001E-03,+622.85256E-03
-22.04800E-03,+688.67619E-03,-884.32001E-03,+622.85256E-03
-21.99600E-03,+688.71036E-03,-885.97828E-03,+622.85256E-03
-21.94400E-03,+688.72644E-03,-886.83257E-03,+622.85256E-03
-21.89200E-03,+688.72644E-03,-886.02858E-03,+622.85256E-03
-21.84000E-03,+688.78674E-03,-885.57629E-03,+622.85256E-03
-21.78800E-03,+688.82694E-03,-885.57629E-03,+622.85256E-03
-21.73600E-03,+688.78272E-03,-885.57629E-03,+622.85256E-03
-21.68400E-03,+688.82694E-03,-886.48084E-03,+622.85256E-03
-21.63200E-03,+688.77669E-03,-888.08886E-03,+622.85256E-03
-21.58000E-03,+688.77669E-03,-889.34514E-03,+622.85256E-03
-21.52800E-03,+688.82694E-03,-889.04361E-03,+622.85256E-03
-21.47600E-03,+688.77669E-03,-889.24461E-03,+622.85256E-03
-21.42400E-03,+688.78071E-03,-889.34514E-03,+622.85256E-03
-21.37200E-03,+688.77669E-03,-889.64662E-03,+622.85256E-03
-21.32000E-03,+688.72644E-03,-889.34514E-03,+622.85256E-03
-21.26800E-03,+688.72644E-03,-888.64164E-03,+622.85256E-03
-21.21600E-03,+688.72644E-03,-889.34514E-03,+622.85256E-03
-21.16400E-03,+688.68222E-03,-890.45064E-03,+622.85256E-03
-21.11200E-03,+688.67619E-03,-889.34514E-03,+622.85256E-03
-21.06000E-03,+688.67619E-03,-890.60142E-03,+622.85256E-03
-21.00800E-03,+688.62593E-03,-891.85770E-03,+622.85256E-03
-20.95600E-03,+688.59981E-03,-893.11398E-03,+622.85256E-03
-20.90400E-03,+688.57568E-03,-891.85770E-03,+622.85256E-03
-20.85200E-03,+688.51739E-03,-891.85770E-03,+622.85256E-03
-20.80000E-03,+688.47518E-03,-893.11398E-03,+622.85256E-03
-20.74800E-03,+688.43297E-03,-893.11398E-03,+622.85256E-03
-20.69600E-03,+688.34051E-03,-893.96827E-03,+622.85256E-03
-20.64400E-03,+688.22392E-03,-893.11398E-03,+622.85256E-03
-20.59200E-03,+688.09126E-03,-894.37026E-03,+622.85256E-03
-20.54000E-03,+688.02292E-03,-894.37026E-03,+622.85256E-03
-20.48800E-03,+687.97267E-03,-894.37026E-03,+622.85256E-03
-20.43600E-03,+687.92242E-03,-894.37026E-03,+622.85256E-03
-20.38400E-03,+687.87217E-03,-894.37026E-03,+622.85256E-03
-20.33200E-03,+687.74352E-03,-895.62654E-03,+622.85256E-03
-20.28000E-03,+687.65106E-03,-895.62654E-03,+622.85256E-03
-20.22800E-03,+687.52041E-03,-896.88283E-03,+622.85256E-03
-20.17600E-03,+687.41588E-03,-895.52602E-03,+622.85256E-03
-20.12400E-03,+687.26915E-03,-895.62654E-03,+622.85256E-03
-20.07200E-03,+687.16865E-03,-895.62654E-03,+622.85256E-03
-20.02000E-03,+687.11840E-03,-895.62654E-03,+622.85256E-03
-19.96800E-03,+687.04603E-03,-896.88283E-03,+622.85256E-03
-19.91600E-03,+686.95357E-03,-896.53104E-03,+622.85256E-03
-19.86400E-03,+686.81689E-03,-896.88283E-03,+622.85256E-03
-19.81200E-03,+686.71639E-03,-895.67677E-03,+622.85256E-03
-19.76000E-03,+686.48523E-03,-896.88283E-03,+622.85256E-03
-19.70800E-03,+686.30030E-03,-896.88283E-03,+622.85256E-03
-19.65600E-03,+686.16362E-03,-897.53607E-03,+622.85256E-03
-19.60400E-03,+686.04704E-03,-897.73707E-03,+622.85256E-03
-19.55200E-03,+685.81186E-03,-896.88283E-03,+622.85256E-03
-19.50000E-03,+685.66111E-03,-896.88285E-03,+622.85256E-03
-19.44800E-03,+685.46814E-03,-898.13911E-03,+622.85256E-03
-19.39600E-03,+685.37568E-03,-898.13911E-03,+622.85256E-03
-19.34400E-03,+685.20885E-03,-898.13911E-03,+622.85256E-03
-19.29200E-03,+685.02191E-03,-898.13911E-03,+622.85256E-03
-19.24000E-03,+684.74654E-03,-898.13911E-03,+622.85256E-03
-19.18800E-03,+684.60583E-03,-899.34511E-03,+622.85256E-03
-19.13600E-03,+684.46111E-03,-899.24466E-03,+622.85256E-03
-19.08400E-03,+684.21789E-03,-899.04365E-03,+622.85256E-03
-19.03200E-03,+683.92443E-03,-899.39539E-03,+622.85256E-03
-18.98000E-03,+683.78171E-03,-899.39539E-03,+622.85256E-03
-18.92800E-03,+683.58875E-03,-900.65167E-03,+622.85256E-03
-18.87600E-03,+683.34151E-03,-900.65167E-03,+622.85256E-03
-18.82400E-03,+683.05206E-03,-900.65167E-03,+622.85256E-03
-18.77200E-03,+682.87116E-03,-900.65167E-03,+622.85256E-03
-18.72000E-03,+682.53548E-03,-900.65167E-03,+622.85256E-03
-18.66800E-03,+682.29428E-03,-900.65167E-03,+622.85256E-03
-18.61600E-03,+682.11538E-03,-900.65167E-03,+622.85256E-03
-18.56400E-03,+681.82995E-03,-899.54617E-03,+622.85256E-03
-18.51200E-03,+681.54453E-03,-900.65167E-03,+622.85256E-03
-18.46000E-03,+681.38975E-03,-900.65167E-03,+622.85256E-03
-18.40800E-03,+681.10634E-03,-900.65167E-03,+622.85256E-03
-18.35600E-03,+680.73850E-03,-900.65167E-03,+622.85256E-03
-18.30400E-03,+680.53548E-03,-900.65167E-03,+622.85256E-03
-18.25200E-03,+680.31035E-03,-901.90795E-03,+622.85256E-03
-18.20000E-03,+679.88222E-03,-900.65169E-03,+622.85256E-03
-18.14800E-03,+679.64704E-03,-901.90795E-03,+622.85256E-03
-18.09600E-03,+679.26111E-03,-901.90795E-03,+622.85256E-03
-18.04400E-03,+679.00181E-03,-901.90795E-03,+622.85256E-03
-17.99200E-03,+678.72241E-03,-901.10395E-03,+622.85256E-03
-17.94000E-03,+678.31438E-03,-901.90795E-03,+622.85256E-03
-17.88800E-03,+678.07116E-03,-901.90795E-03,+622.85256E-03
-17.83600E-03,+677.73347E-03,-901.90795E-03,+622.85256E-03
-17.78400E-03,+677.43397E-03,-902.81250E-03,+622.85256E-03
-17.73200E-03,+677.18473E-03,-903.16423E-03,+622.85256E-03
-17.68000E-03,+676.79679E-03,-903.16423E-03,+622.85256E-03
-17.62800E-03,+676.55357E-03,-903.16423E-03,+622.85256E-03
-17.57600E-03,+676.15558E-03,-904.31999E-03,+622.85256E-03
-17.52400E-03,+675.81588E-03,-903.16423E-03,+622.85256E-03
-17.47200E-03,+675.48422E-03,-904.42051E-03,+622.85256E-03
-17.42000E-03,+675.12845E-03,-904.92300E-03,+622.85256E-03
-17.36800E-03,+674.84101E-03,-903.71702E-03,+622.85256E-03
-17.31600E-03,+674.41287E-03,-904.42051E-03,+622.85256E-03
-17.26400E-03,+674.09729E-03,-904.57129E-03,+622.85256E-03
-17.21200E-03,+673.60483E-03,-906.88285E-03,+622.85256E-03
-17.16000E-03,+673.25910E-03,-905.67679E-03,+622.85256E-03
-17.10800E-03,+672.75056E-03,-906.93308E-03,+622.85256E-03
-17.05600E-03,+672.47116E-03,-907.53612E-03,+622.85256E-03
-17.00400E-03,+671.97669E-03,-906.93308E-03,+622.85256E-03
-16.95200E-03,+671.67518E-03,-905.67679E-03,+622.85256E-03
-16.90000E-03,+671.23900E-03,-905.67679E-03,+622.85256E-03
-16.84800E-03,+670.90332E-03,-906.93308E-03,+622.85256E-03
-16.79600E-03,+670.39880E-03,-906.93308E-03,+622.85256E-03
-16.74400E-03,+670.05709E-03,-907.58637E-03,+622.85256E-03
-16.69200E-03,+669.54453E-03,-906.93308E-03,+622.85256E-03
-16.64000E-03,+669.19880E-03,-908.18936E-03,+622.85256E-03
-16.58800E-03,+668.67216E-03,-906.93308E-03,+622.85256E-03
-16.53600E-03,+668.34251E-03,-906.78235E-03,+622.85256E-03
-16.48400E-03,+667.83598E-03,-907.83762E-03,+622.85256E-03
-16.43200E-03,+667.48623E-03,-907.48581E-03,+622.85256E-03
-16.38000E-03,+666.99779E-03,-908.18936E-03,+622.85256E-03
-16.32800E-03,+666.56764E-03,-908.18936E-03,+622.85256E-03
-16.27600E-03,+666.10935E-03,-909.34511E-03,+622.85256E-03
-16.22400E-03,+665.67317E-03,-909.44564E-03,+622.85256E-03
-16.17200E-03,+665.28322E-03,-908.18936E-03,+622.85256E-03
-16.12000E-03,+664.79679E-03,-908.18936E-03,+622.85256E-03
-16.06800E-03,+664.43297E-03,-908.74215E-03,+622.85256E-03
-16.01600E-03,+663.92443E-03,-910.70192E-03,+622.85256E-03
-15.96400E-03,+663.57668E-03,-910.55114E-03,+622.85256E-03
-15.91200E-03,+663.00181E-03,-909.44564E-03,+622.85256E-03
-15.86000E-03,+662.53548E-03,-908.18936E-03,+622.85256E-03
-15.80800E-03,+662.11136E-03,-909.44564E-03,+622.85256E-03
-15.75600E-03,+661.56865E-03,-910.04868E-03,+622.85256E-03
-15.70400E-03,+661.15659E-03,-910.70192E-03,+622.85256E-03
-15.65200E-03,+660.56965E-03,-910.70192E-03,+622.85256E-03
-15.60000E-03,+660.18372E-03,-911.95820E-03,+622.85256E-03
-15.54800E-03,+659.68925E-03,-911.95820E-03,+622.85256E-03
-15.49600E-03,+659.12643E-03,-911.95820E-03,+622.85256E-03
-15.44400E-03,+658.67216E-03,-911.95820E-03,+622.85256E-03
-15.39200E-03,+658.08724E-03,-911.95820E-03,+622.85256E-03
-15.34000E-03,+657.53045E-03,-912.20948E-03,+622.85256E-03
-15.28800E-03,+657.06211E-03,-911.95820E-03,+622.85256E-03
-15.23600E-03,+656.52141E-03,-913.21448E-03,+622.85256E-03
-15.18400E-03,+655.93246E-03,-913.21448E-03,+622.85256E-03
-15.13200E-03,+655.55458E-03,-913.21448E-03,+622.85256E-03
-15.08000E-03,+654.93749E-03,-913.71702E-03,+622.85256E-03
-15.02800E-03,+654.36865E-03,-914.47076E-03,+622.85256E-03
-14.97600E-03,+653.84402E-03,-913.31501E-03,+622.85256E-03
-14.92400E-03,+653.30332E-03,-914.37029E-03,+622.85256E-03
-14.87200E-03,+652.78272E-03,-913.21448E-03,+622.85256E-03
-14.82000E-03,+652.25407E-03,-914.47076E-03,+622.85256E-03
-14.76800E-03,+651.64704E-03,-914.47076E-03,+622.85256E-03
-14.71600E-03,+651.00985E-03,-914.47076E-03,+622.85256E-03
-14.66400E-03,+650.51136E-03,-914.47076E-03,+622.85256E-03
-14.61200E-03,+649.93649E-03,-913.26471E-03,+622.85256E-03
-14.56000E-03,+649.24905E-03,-914.21953E-03,+622.85256E-03
-14.50800E-03,+648.57970E-03,-915.72705E-03,+622.85256E-03
-14.45600E-03,+648.15156E-03,-915.72705E-03,+622.85256E-03
-14.40400E-03,+647.52241E-03,-916.12908E-03,+622.85256E-03
-14.35200E-03,+646.85106E-03,-916.98333E-03,+622.85256E-03
-14.30000E-03,+646.26412E-03,-915.72705E-03,+622.85256E-03
-14.24800E-03,+645.73548E-03,-915.72705E-03,+622.85256E-03
-14.19600E-03,+645.09025E-03,-915.72705E-03,+622.85256E-03
-14.14400E-03,+644.40282E-03,-916.98333E-03,+622.85256E-03
-14.09200E-03,+643.79779E-03,-916.98333E-03,+622.85256E-03
-14.04000E-03,+643.15859E-03,-916.98333E-03,+622.85256E-03
-13.98800E-03,+642.58975E-03,-916.98333E-03,+622.85256E-03
-13.93600E-03,+641.95458E-03,-916.98333E-03,+622.85256E-03
-13.88400E-03,+641.28121E-03,-916.98333E-03,+622.85256E-03
-13.83200E-03,+640.60181E-03,-917.68687E-03,+622.85256E-03
-13.78000E-03,+639.90231E-03,-916.98333E-03,+622.85256E-03
-13.72800E-03,+639.29327E-03,-917.28486E-03,+622.85256E-03
-13.67600E-03,+638.71840E-03,-918.23961E-03,+622.85256E-03
-13.62400E-03,+638.03498E-03,-918.23961E-03,+622.85256E-03
-13.57200E-03,+637.36764E-03,-917.28481E-03,+622.85256E-03
-13.52000E-03,+636.71638E-03,-917.73712E-03,+622.85256E-03
-13.46800E-03,+636.07518E-03,-917.53612E-03,+622.85256E-03
-13.41600E-03,+635.48221E-03,-917.88782E-03,+622.85256E-03
-13.36400E-03,+634.78875E-03,-916.98333E-03,+622.85256E-03
-13.31200E-03,+634.10935E-03,-918.23961E-03,+622.85256E-03
-13.26000E-03,+633.50030E-03,-918.23961E-03,+622.85256E-03
-13.20800E-03,+632.86915E-03,-918.23961E-03,+622.85256E-03
-13.15600E-03,+632.27216E-03,-918.23961E-03,+622.85256E-03
-13.10400E-03,+631.49226E-03,-918.64165E-03,+622.85256E-03
-13.05200E-03,+630.81287E-03,-919.49589E-03,+622.85256E-03
-13.00000E-03,+630.03297E-03,-919.49589E-03,+622.85256E-03
-12.94800E-03,+629.35357E-03,-919.49589E-03,+622.85256E-03
-12.89600E-03,+628.75658E-03,-919.49589E-03,+622.85256E-03
-12.84400E-03,+628.04503E-03,-919.49589E-03,+622.85256E-03
-12.79200E-03,+627.31538E-03,-919.49589E-03,+622.85256E-03
-12.74000E-03,+626.63598E-03,-919.49589E-03,+622.85256E-03
-12.68800E-03,+625.90432E-03,-919.54617E-03,+622.85256E-03
-12.63600E-03,+625.12643E-03,-920.75217E-03,+622.85256E-03
-12.58400E-03,+624.41086E-03,-919.49589E-03,+622.85256E-03
-12.53200E-03,+623.68925E-03,-920.75217E-03,+622.85256E-03
-12.48000E-03,+622.91739E-03,-919.49589E-03,+622.85256E-03
-12.42800E-03,+622.32241E-03,-919.49589E-03,+622.85256E-03
-12.37600E-03,+621.66713E-03,-919.59642E-03,+622.85256E-03
-12.32400E-03,+620.90332E-03,-920.75217E-03,+622.85256E-03
-12.27200E-03,+620.08121E-03,-920.75217E-03,+622.85256E-03
-12.22000E-03,+619.38975E-03,-920.75217E-03,+622.85256E-03
-12.16800E-03,+618.55960E-03,-920.75217E-03,+622.85256E-03
-12.11600E-03,+617.76563E-03,-921.10396E-03,+622.85256E-03
-12.06400E-03,+616.99377E-03,-922.00845E-03,+622.85256E-03
-12.01200E-03,+616.16965E-03,-922.00845E-03,+622.85256E-03
-11.96000E-03,+615.42995E-03,-922.00845E-03,+622.85256E-03
-11.90800E-03,+614.69226E-03,-922.00845E-03,+622.85256E-03
-11.85600E-03,+613.93045E-03,-922.00845E-03,+622.85256E-03
-11.80400E-03,+613.16664E-03,-922.86270E-03,+622.85256E-03
